"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir01Ox-b11440.2",0,3.24075740884247,0.638,0.045,0,6.19538876014835e-133,1.6511407645376,0.416,0.031,1.22501421954413e-128,6.19538876014835e-133,0,"Chir01Ox-b11440.2"
"Chir02Ox-b16410.2",0,1.43788524580093,0.548,0.029,0,1.62793679505719e-49,0.636659788336704,0.272,0.033,3.21891942486658e-45,1.62793679505719e-49,0,"Chir02Ox-b16410.2"
"Chir05Ox-b09520.2",0,1.85004424756446,0.622,0.021,0,4.58731628035895e-204,0.731161980673543,0.336,0.013,9.07050048115375e-200,4.58731628035895e-204,0,"Chir05Ox-b09520.2"
"Chir05Ox-b14670.2",0,2.01496525182617,0.622,0.033,0,3.97690587825796e-139,1.16711172403102,0.448,0.034,7.86353599307947e-135,3.97690587825796e-139,0,"Chir05Ox-b14670.2"
"Chir05Ox-b21290.2",0,2.19149666028875,0.436,0.014,0,1.09019026534217e-182,1.02997580876061,0.28,0.01,2.15563321166106e-178,1.09019026534217e-182,0,"Chir05Ox-b21290.2"
"Chir06Ox-b18260.2",0,1.22363752006569,0.58,0.026,0,3.67691958855356e-44,0.284085031356017,0.248,0.031,7.27037310244696e-40,3.67691958855356e-44,0,"Chir06Ox-b18260.2"
"Chir08Ox-b06010.2",0,2.88223175626461,0.638,0.015,0,0,0.627871521866096,0.256,0.003,0,0,0,"Chir08Ox-b06010.2"
"Chir03Ox-b23630.2",3.88030551122484e-296,0.62849090415845,0.426,0.02,7.67252808734488e-292,6.58692496097373e-38,0.333417150732185,0.224,0.029,1.30243267253334e-33,6.58692496097373e-38,7.76061102244895e-296,"Chir03Ox-b23630.2"
"Chir07Ox-b35760.2",2.26381802342107e-286,2.77623940573207,0.729,0.066,4.47624737771048e-282,3.02148980235183e-86,1.52971584679701,0.4,0.043,5.97439178619028e-82,3.02148980235183e-86,4.52763604684166e-286,"Chir07Ox-b35760.2"
"Chir04Ox-b02160.2",2.37862179442771e-276,1.96466660180765,0.824,0.091,4.70324887412191e-272,5.1514905056698e-139,0.97733542039923,0.616,0.064,1.01860421768609e-134,5.1514905056698e-139,4.75724358885534e-276,"Chir04Ox-b02160.2"
