"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir01Ox-b01210.2",0,4.44154382222924,0.987,0.006,0,0,3.94540609553944,0.948,0.006,0,0,0,"Chir01Ox-b01210.2"
"Chir01Ox-b04070.2",0,1.03770192171592,0.923,0.027,0,0,0.943919933163333,0.885,0.033,0,0,0,"Chir01Ox-b04070.2"
"Chir01Ox-b17020.2",0,0.895607261965686,0.821,0.005,0,0,0.767590197472929,0.75,0.005,0,0,0,"Chir01Ox-b17020.2"
"Chir01Ox-b25590.2",0,1.43303569360055,0.974,0.033,0,0,1.07273038722865,0.865,0.034,0,0,0,"Chir01Ox-b25590.2"
"Chir01Ox-b27220.2",0,3.08605196052351,0.987,0.019,0,0,2.87636939813085,0.927,0.017,0,0,0,"Chir01Ox-b27220.2"
"Chir02Ox-b08470.2",0,0.96247885637131,0.744,0.002,0,0,0.852832998644457,0.708,0.002,0,0,0,"Chir02Ox-b08470.2"
"Chir02Ox-b17620.2",0,3.28084426913621,0.987,0.004,0,0,2.95925869958043,0.938,0.004,0,0,0,"Chir02Ox-b17620.2"
"Chir03Ox-b09370.2",0,1.00450159384869,0.859,0.002,0,0,0.849282917043732,0.74,0.002,0,0,0,"Chir03Ox-b09370.2"
"Chir03Ox-b24280.2",0,2.57778044539472,0.987,0.005,0,0,2.36111519971524,0.948,0.005,0,0,0,"Chir03Ox-b24280.2"
"Chir03Ox-b29700.2",0,0.758968563461652,0.654,0.011,0,0,0.537923658143317,0.5,0.005,0,0,0,"Chir03Ox-b29700.2"
"Chir04Ox-b09930.2",0,3.79787365375747,0.962,0.032,0,0,3.42829917165013,0.865,0.032,0,0,0,"Chir04Ox-b09930.2"
"Chir04Ox-b11570.2",0,0.929060523900981,0.885,0.019,0,0,1.01700843350877,0.854,0.021,0,0,0,"Chir04Ox-b11570.2"
"Chir04Ox-b21420.2",0,1.47271301114392,0.667,0.005,0,0,1.82503850316365,0.667,0.006,0,0,0,"Chir04Ox-b21420.2"
"Chir04Ox-b26400.2",0,0.716273129130785,0.603,0.009,0,0,0.27897843937904,0.438,0.006,0,0,0,"Chir04Ox-b26400.2"
"Chir04Ox-b28800.2",0,0.963605358928295,0.885,0.011,0,0,0.904411083269894,0.729,0.009,0,0,0,"Chir04Ox-b28800.2"
"Chir04Ox-b28960.2",0,1.59528437644438,0.987,0.033,0,0,1.48986370965408,0.948,0.04,0,0,0,"Chir04Ox-b28960.2"
"Chir05Ox-b01300.2",0,1.08984416168065,0.705,0.001,0,0,1.26974337434885,0.708,0.001,0,0,0,"Chir05Ox-b01300.2"
"Chir05Ox-b23410.2",0,2.7718386597348,0.987,0.007,0,0,2.55853580285878,0.906,0.006,0,0,0,"Chir05Ox-b23410.2"
"Chir05Ox-b26380.2",0,0.881374010665537,0.859,0.03,0,0,0.712302988837411,0.75,0.028,0,0,0,"Chir05Ox-b26380.2"
"Chir06Ox-b02740.2",0,0.624849552663619,0.615,0.009,0,0,0.454225844855495,0.49,0.01,0,0,0,"Chir06Ox-b02740.2"
"Chir06Ox-b07470.2",0,0.552664533905282,0.731,0.007,0,0,0.440803524388362,0.604,0.007,0,0,0,"Chir06Ox-b07470.2"
"Chir06Ox-b11410.2",0,3.30944501008814,0.577,0.001,0,0,3.37342580806694,0.51,0.001,0,0,0,"Chir06Ox-b11410.2"
"Chir06Ox-b11430.2",0,1.60745349566459,0.615,0.002,0,0,1.74956702853201,0.49,0.003,0,0,0,"Chir06Ox-b11430.2"
"Chir06Ox-b11500.2",0,7.24256306557332,0.962,0.025,0,0,7.48788678228412,0.927,0.041,0,0,0,"Chir06Ox-b11500.2"
"Chir06Ox-b11510.2",0,0.652964621242317,0.731,0.002,0,0,0.5790105052533,0.604,0.002,0,0,0,"Chir06Ox-b11510.2"
"Chir06Ox-b11980.2",0,7.39586636748488,0.962,0.03,0,0,7.55016179331851,0.927,0.045,0,0,0,"Chir06Ox-b11980.2"
"Chir06Ox-b11990.2",0,1.78811839097545,0.487,0.003,0,0,1.90113678272336,0.49,0.004,0,0,0,"Chir06Ox-b11990.2"
"Chir06Ox-b13650.2",0,5.42382795467689,0.577,0.01,0,0,6.27130864886638,0.604,0.012,0,0,0,"Chir06Ox-b13650.2"
"Chir06Ox-b13660.2",0,6.34953176595106,0.744,0.011,0,0,6.86717084639268,0.833,0.02,0,0,0,"Chir06Ox-b13660.2"
"Chir06Ox-b21480.2",0,0.648650524954724,0.769,0.001,0,0,0.615574963105292,0.656,0.001,0,0,0,"Chir06Ox-b21480.2"
"Chir06Ox-b23300.2",0,0.61612484284707,0.692,0.002,0,0,0.399781826981189,0.49,0.001,0,0,0,"Chir06Ox-b23300.2"
"Chir06Ox-b36510.2",0,1.47217827412041,0.962,0.008,0,0,1.52455368269654,0.906,0.009,0,0,0,"Chir06Ox-b36510.2"
"Chir06Ox-b36690.2",0,0.866638565203587,0.718,0.012,0,0,0.616558919591785,0.573,0.013,0,0,0,"Chir06Ox-b36690.2"
"Chir07Ox-b01400.2",0,1.02307146670817,0.833,0.004,0,0,1.02482547775828,0.792,0.005,0,0,0,"Chir07Ox-b01400.2"
"Chir07Ox-b15170.2",0,1.91838876300791,0.949,0.018,0,0,1.90259771233534,0.844,0.013,0,0,0,"Chir07Ox-b15170.2"
"Chir07Ox-b35460.2",0,0.36290433141252,0.423,0.001,0,0,0.256095047451701,0.344,0.001,0,0,0,"Chir07Ox-b35460.2"
"Chir08Ox-b02160.2",0,0.784439043085502,0.538,0.002,0,0,0.863096655555669,0.542,0.002,0,0,0,"Chir08Ox-b02160.2"
"Chir08Ox-b04810.2",0,0.394373159808034,0.59,0.001,0,0,0.335320770864666,0.5,0.001,0,0,0,"Chir08Ox-b04810.2"
"Chir08Ox-b09940.2",0,4.18445074702917,0.987,0.016,0,0,3.92476888134125,0.979,0.016,0,0,0,"Chir08Ox-b09940.2"
"Chir08Ox-b15230.2",0,0.719275692012122,0.795,0.021,0,0,0.678552463790671,0.771,0.021,0,0,0,"Chir08Ox-b15230.2"
"Chir08Ox-b20180.2",0,0.714437717900204,0.859,0.033,0,3.29087573405794e-242,0.528745314302114,0.677,0.035,6.50704858895276e-238,3.29087573405794e-242,0,"Chir08Ox-b20180.2"
"Chir08Ox-b28260.2",0,0.70893186863961,0.859,0.032,0,3.43125143616972e-296,0.826132577897293,0.75,0.036,6.78461346473839e-292,3.43125143616972e-296,0,"Chir08Ox-b28260.2"
"Chir08Ox-b30160.2",0,2.39185026511366,0.987,0.018,0,0,2.42560076721406,0.979,0.019,0,0,0,"Chir08Ox-b30160.2"
"Chir04Ox-b23490.2",0,0.643377960355508,0.654,0,0,0,0.272560328684534,0.24,0,0,0,0,"Chir04Ox-b23490.2"
"Chir05Ox-b23800.2",0,0.529109027321809,0.654,0.001,0,0,0.254599279472857,0.24,0,0,0,0,"Chir05Ox-b23800.2"
"Chir06Ox-b11450.2",6.71718205001908e-284,0.262380743571198,0.385,0.007,1.32818840675027e-279,0,0.290613309022257,0.406,0.008,0,6.71718205001908e-284,0,"Chir06Ox-b11450.2"
"Chir05Ox-b19860.2",3.30944996419661e-280,0.814306920370921,0.859,0.039,6.54377541420595e-276,2.46273359990771e-215,0.654459082093261,0.698,0.042,4.86956314709752e-211,2.46273359990771e-215,6.61889992839263e-280,"Chir05Ox-b19860.2"
"Chir03Ox-b24290.2",6.0425863885432e-197,2.57756026415987,1,0.088,1.19480060660665e-192,1.07518489692478e-279,2.58706436070794,0.99,0.074,2.12596309668937e-275,6.0425863885432e-197,2.15036979384941e-279,"Chir03Ox-b24290.2"
"Chir05Ox-b26400.2",1.9016811927822e-182,0.309829161388639,0.372,0.011,3.76019422248824e-178,4.88818155681871e-275,0.356986591205053,0.427,0.012,9.66540139229763e-271,1.9016811927822e-182,9.77636311363652e-275,"Chir05Ox-b26400.2"
"Chir01Ox-b06910.2",1.41400689074575e-263,1.13235631970132,0.782,0.036,2.79591582507158e-259,8.8301993604459e-178,0.77290673755091,0.625,0.043,1.74599531954097e-173,8.8301993604459e-178,2.82801378149151e-263,"Chir01Ox-b06910.2"
"Chir04Ox-b02130.2",4.63368790987841e-254,0.407040704356987,0.628,0.023,9.16219110420258e-250,2.12420681187798e-218,0.36382343065916,0.594,0.03,4.20019412912632e-214,2.12420681187798e-218,9.26737581975657e-254,"Chir04Ox-b02130.2"
"Chir07Ox-b32040.2",4.14294535629268e-220,0.597945484847699,0.692,0.033,8.19184585299752e-216,1.02713571509953e-246,0.491886418710821,0.615,0.028,2.0309554494663e-242,4.14294535629268e-220,2.05427143019891e-246,"Chir07Ox-b32040.2"
"Chir02Ox-b23140.2",2.21404980596528e-238,0.687396661190527,0.782,0.038,4.37784068133516e-234,2.25022789488492e-233,0.794240597241642,0.667,0.036,4.44937561655595e-229,2.25022789488492e-233,4.42809961193031e-238,"Chir02Ox-b23140.2"
"Chir02Ox-b26840.2",1.03689043809885e-235,1.16822761751748,0.923,0.059,2.05024346325285e-231,1.30970384819104e-220,0.86875403890591,0.854,0.066,2.58967741902814e-216,1.30970384819104e-220,2.0737808761976e-235,"Chir02Ox-b26840.2"
"Chir04Ox-b14340.2",2.01176458475005e-227,0.820518039295983,0.821,0.045,3.97786211342628e-223,3.92216978700334e-212,0.721923044497865,0.792,0.056,7.7553063198417e-208,3.92216978700334e-212,4.02352916949987e-227,"Chir04Ox-b14340.2"
"Chir07Ox-b36730.2",1.68902616259019e-224,1.59233092852999,0.962,0.07,3.33971143128958e-220,4.78699599224251e-200,1.32677620655426,0.885,0.083,9.46532717546112e-196,4.78699599224251e-200,3.37805232518037e-224,"Chir07Ox-b36730.2"
"Chir05Ox-b18920.2",1.03183951707085e-220,0.645254203700083,0.654,0.029,2.0402562771042e-216,2.02297334941484e-222,0.483546559053692,0.604,0.031,4.00002520379795e-218,1.03183951707085e-220,4.04594669882973e-222,"Chir05Ox-b18920.2"
"Chir02Ox-b19470.2",3.08202053955102e-168,0.920478912948888,0.872,0.071,6.09407921285424e-164,1.29361802999727e-216,1.17975810778224,0.833,0.065,2.55787093071361e-212,3.08202053955102e-168,2.58723605999453e-216,"Chir02Ox-b19470.2"
"Chir02Ox-b22350.2",6.08469848618854e-214,0.401475146151781,0.564,0.022,1.20312743167406e-209,9.27051849556099e-187,0.403502594172178,0.562,0.031,1.83305962212727e-182,9.27051849556099e-187,1.21693969723773e-213,"Chir02Ox-b22350.2"
"Chir03Ox-b20250.2",4.28588258549873e-117,0.361040803701029,0.5,0.031,8.47447563630664e-113,9.95232406433788e-213,0.496943493229076,0.646,0.036,1.96787303724153e-208,4.28588258549873e-117,1.99046481286757e-212,"Chir03Ox-b20250.2"
"Chir07Ox-b11440.2",3.646023368625e-168,1.93208708340936,0.987,0.091,7.20928200678221e-164,3.44027410833018e-212,2.40679180162004,0.917,0.078,6.80245399440126e-208,3.646023368625e-168,6.88054821666053e-212,"Chir07Ox-b11440.2"
"Chir01Ox-b36490.2",5.26965643795261e-212,1.02826889049522,0.91,0.06,1.04196916747637e-207,1.40774263824327e-194,0.726205444826436,0.74,0.052,2.78352951859842e-190,1.40774263824327e-194,1.05393128759054e-211,"Chir01Ox-b36490.2"
"Chir07Ox-b18390.2",1.44186703928698e-182,0.943529758915663,0.846,0.061,2.85100369678215e-178,1.68059221524461e-205,1.00835709683147,0.896,0.078,3.32303498720317e-201,1.44186703928698e-182,3.36118443048929e-205,"Chir07Ox-b18390.2"
"Chir05Ox-b14010.2",3.66708992155344e-157,2.25004035959528,0.91,0.087,7.25093690188761e-153,1.18985584109331e-197,2.66334271428998,0.958,0.096,2.35270195459381e-193,3.66708992155344e-157,2.37971168218669e-197,"Chir05Ox-b14010.2"
"Chir07Ox-b19690.2",1.00399564364916e-157,0.419313744219728,0.654,0.04,1.98520058618749e-153,4.26712135636804e-182,0.438269634495952,0.667,0.045,8.43737905794652e-178,1.00399564364916e-157,8.53424271273626e-182,"Chir07Ox-b19690.2"
