"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir01Ox-b00010.2",0,0.622373928340412,0.383,0.015,0,0,0.755309509970535,0.471,0.031,0,0,0,"Chir01Ox-b00010.2"
"Chir01Ox-b00640.2",0,0.67191877271372,0.603,0.048,0,0,0.715599320885817,0.649,0.072,0,0,0,"Chir01Ox-b00640.2"
"Chir01Ox-b00700.2",0,0.397496573590689,0.326,0.078,0,1.12777794901218e-269,0.276761732932255,0.282,0.096,2.22995533858178e-265,1.12777794901218e-269,0,"Chir01Ox-b00700.2"
"Chir01Ox-b01160.2",0,1.09572371037392,0.694,0.053,0,0,1.2824062162211,0.758,0.08,0,0,0,"Chir01Ox-b01160.2"
"Chir01Ox-b02910.2",0,0.325931276224534,0.209,0.024,0,0,0.260800404602471,0.171,0.023,0,0,0,"Chir01Ox-b02910.2"
"Chir01Ox-b04190.2",0,0.938758838894965,0.452,0.045,0,0,0.91342984797827,0.45,0.054,0,0,0,"Chir01Ox-b04190.2"
"Chir01Ox-b04350.2",0,1.33449112773335,0.75,0.054,0,0,1.35748349151869,0.803,0.084,0,0,0,"Chir01Ox-b04350.2"
"Chir01Ox-b04460.2",0,1.01057232044334,0.779,0.061,0,0,1.05004444175446,0.81,0.089,0,0,0,"Chir01Ox-b04460.2"
"Chir01Ox-b05360.2",0,0.856831515360762,0.517,0.033,0,0,0.789655830045285,0.539,0.051,0,0,0,"Chir01Ox-b05360.2"
"Chir01Ox-b05720.2",0,2.14882405505429,0.734,0.056,0,0,2.06469931416055,0.782,0.087,0,0,0,"Chir01Ox-b05720.2"
"Chir01Ox-b07190.2",0,0.506222973373208,0.448,0.04,0,0,0.599195547005267,0.515,0.056,0,0,0,"Chir01Ox-b07190.2"
"Chir01Ox-b08900.2",0,1.56118988591643,0.24,0.022,0,0,1.79185734945013,0.231,0.03,0,0,0,"Chir01Ox-b08900.2"
"Chir01Ox-b15010.2",0,0.889142744271103,0.304,0.046,0,4.0679239519307e-299,0.565683100642064,0.225,0.06,8.04350603015257e-295,4.0679239519307e-299,0,"Chir01Ox-b15010.2"
"Chir01Ox-b15920.2",0,0.403199774769771,0.31,0.012,0,0,0.333376466221522,0.231,0.015,0,0,0,"Chir01Ox-b15920.2"
"Chir01Ox-b16410.2",0,0.858082039806215,0.37,0.043,0,0,0.567323035397502,0.234,0.03,0,0,0,"Chir01Ox-b16410.2"
"Chir01Ox-b16530.2",0,0.359310793666981,0.281,0.025,0,0,0.299073810052303,0.264,0.038,0,0,0,"Chir01Ox-b16530.2"
"Chir01Ox-b16770.2",0,0.32419499149646,0.338,0.025,0,0,0.359069918599527,0.373,0.041,0,0,0,"Chir01Ox-b16770.2"
"Chir01Ox-b17920.2",0,0.662355581436012,0.599,0.072,0,0,0.786327205272001,0.683,0.098,0,0,0,"Chir01Ox-b17920.2"
"Chir01Ox-b18000.2",0,0.645079430723314,0.527,0.04,0,0,0.778524199132745,0.633,0.065,0,0,0,"Chir01Ox-b18000.2"
"Chir01Ox-b21990.2",0,0.345013597958533,0.245,0.011,0,0,0.283439442545225,0.203,0.014,0,0,0,"Chir01Ox-b21990.2"
"Chir01Ox-b22060.2",0,0.338391187895558,0.332,0.053,0,0,0.411320084590775,0.406,0.072,0,0,0,"Chir01Ox-b22060.2"
"Chir01Ox-b22090.2",0,0.561332237353127,0.361,0.088,0,0,0.458869365604688,0.312,0.086,0,0,0,"Chir01Ox-b22090.2"
"Chir01Ox-b22180.2",0,0.488147943053347,0.156,0.008,0,0,0.370574512006539,0.127,0.007,0,0,0,"Chir01Ox-b22180.2"
"Chir01Ox-b22640.2",0,1.22435869888762,0.476,0.04,0,0,0.87347468424492,0.353,0.048,0,0,0,"Chir01Ox-b22640.2"
"Chir01Ox-b22670.2",0,0.404855986390015,0.269,0.023,0,0,0.497501733425432,0.319,0.036,0,0,0,"Chir01Ox-b22670.2"
"Chir01Ox-b23320.2",0,0.573154212337162,0.494,0.04,0,0,0.576462556701502,0.503,0.049,0,0,0,"Chir01Ox-b23320.2"
"Chir01Ox-b23810.2",0,0.451540323858618,0.272,0.046,0,9.28066004663427e-251,0.262283527096744,0.168,0.041,1.83506491102099e-246,9.28066004663427e-251,0,"Chir01Ox-b23810.2"
"Chir01Ox-b24250.2",0,0.61990961619709,0.335,0.065,0,0,0.38684444491764,0.263,0.066,0,0,0,"Chir01Ox-b24250.2"
"Chir01Ox-b24710.2",0,0.511268514838991,0.292,0.058,0,0,0.387337028224104,0.219,0.054,0,0,0,"Chir01Ox-b24710.2"
"Chir01Ox-b25150.2",0,0.620439058091019,0.343,0.076,0,0,0.40078908530613,0.317,0.099,0,0,0,"Chir01Ox-b25150.2"
"Chir01Ox-b25300.2",0,0.472123645144492,0.346,0.028,0,0,0.360053157931011,0.276,0.03,0,0,0,"Chir01Ox-b25300.2"
"Chir01Ox-b28260.2",0,0.615505660233014,0.497,0.04,0,0,0.764968432883679,0.598,0.059,0,0,0,"Chir01Ox-b28260.2"
"Chir01Ox-b31710.2",0,0.905735452750807,0.549,0.021,0,0,0.791222643126379,0.517,0.028,0,0,0,"Chir01Ox-b31710.2"
"Chir01Ox-b31820.2",0,0.466873037097556,0.455,0.1,0,0,0.418549320643108,0.414,0.093,0,0,0,"Chir01Ox-b31820.2"
"Chir01Ox-b32940.2",0,0.609875008281612,0.523,0.035,0,0,0.766763983154867,0.623,0.055,0,0,0,"Chir01Ox-b32940.2"
"Chir01Ox-b33150.2",0,0.593407571679856,0.511,0.022,0,0,0.655156667365688,0.571,0.036,0,0,0,"Chir01Ox-b33150.2"
"Chir01Ox-b35440.2",0,1.49598119049029,0.828,0.057,0,0,1.4084265069221,0.843,0.076,0,0,0,"Chir01Ox-b35440.2"
"Chir01Ox-b35540.2",0,1.94154583306997,0.214,0.019,0,0,1.23947350071799,0.129,0.015,0,0,0,"Chir01Ox-b35540.2"
"Chir01Ox-b36120.2",0,1.10223240928892,0.787,0.061,0,0,1.05030955974281,0.811,0.085,0,0,0,"Chir01Ox-b36120.2"
"Chir01Ox-b37770.2",0,1.22401609246429,0.39,0.024,0,0,0.857781456580351,0.357,0.029,0,0,0,"Chir01Ox-b37770.2"
"Chir01Ox-b38370.2",0,1.72208617588023,0.906,0.07,0,0,1.72499811363733,0.926,0.1,0,0,0,"Chir01Ox-b38370.2"
"Chir01Ox-b39450.2",0,0.404665094031849,0.208,0.022,0,0,0.375371037684119,0.216,0.025,0,0,0,"Chir01Ox-b39450.2"
"Chir01Ox-b40390.2",0,0.851094068195544,0.649,0.046,0,0,0.816679749608007,0.66,0.063,0,0,0,"Chir01Ox-b40390.2"
"Chir01Ox-b43670.2",0,1.03845570442739,0.535,0.026,0,0,1.29744971353298,0.601,0.044,0,0,0,"Chir01Ox-b43670.2"
"Chir02Ox-b00130.2",0,0.324563825753096,0.239,0.02,0,0,0.281401742124342,0.225,0.022,0,0,0,"Chir02Ox-b00130.2"
"Chir02Ox-b00160.2",0,0.908738300702626,0.683,0.047,0,0,0.941238759052207,0.726,0.072,0,0,0,"Chir02Ox-b00160.2"
"Chir02Ox-b00440.2",0,0.524320500646031,0.25,0.017,0,0,0.390705679997356,0.21,0.021,0,0,0,"Chir02Ox-b00440.2"
"Chir02Ox-b01960.2",0,0.470884022136553,0.346,0.055,0,0,0.34216458236167,0.28,0.055,0,0,0,"Chir02Ox-b01960.2"
"Chir02Ox-b02310.2",0,0.472375989492185,0.363,0.017,0,0,0.490484151045213,0.363,0.024,0,0,0,"Chir02Ox-b02310.2"
"Chir02Ox-b06050.2",0,0.486579197914384,0.387,0.039,0,0,0.675227667890133,0.49,0.058,0,0,0,"Chir02Ox-b06050.2"
"Chir02Ox-b07060.2",0,0.270784967102428,0.192,0.01,0,0,0.263064599228078,0.206,0.013,0,0,0,"Chir02Ox-b07060.2"
"Chir02Ox-b10000.2",0,0.517821085506368,0.473,0.044,0,0,0.484161108861302,0.499,0.059,0,0,0,"Chir02Ox-b10000.2"
"Chir02Ox-b11260.2",0,0.286387278516157,0.233,0.02,0,0,0.342103631028265,0.255,0.027,0,0,0,"Chir02Ox-b11260.2"
"Chir02Ox-b12640.2",0,0.702288695062043,0.467,0.028,0,0,0.478115070675603,0.382,0.033,0,0,0,"Chir02Ox-b12640.2"
"Chir02Ox-b13040.2",0,0.350451775105855,0.265,0.021,0,0,0.259670819150146,0.219,0.024,0,0,0,"Chir02Ox-b13040.2"
"Chir02Ox-b13740.2",0,0.354554859125244,0.353,0.068,0,0,0.335732996290956,0.364,0.065,0,0,0,"Chir02Ox-b13740.2"
"Chir02Ox-b14850.2",0,0.254342484053729,0.221,0.008,0,0,0.323867743226721,0.27,0.014,0,0,0,"Chir02Ox-b14850.2"
"Chir02Ox-b14960.2",0,0.368210549973734,0.278,0.039,0,0,0.342021981368853,0.245,0.044,0,0,0,"Chir02Ox-b14960.2"
"Chir02Ox-b16990.2",0,0.459355474404656,0.333,0.014,0,0,0.503357921507929,0.356,0.018,0,0,0,"Chir02Ox-b16990.2"
"Chir02Ox-b17080.2",0,0.361573291027983,0.345,0.04,0,0,0.348614445447465,0.365,0.056,0,0,0,"Chir02Ox-b17080.2"
"Chir02Ox-b17470.2",0,0.496145557382033,0.468,0.044,0,0,0.461444817982372,0.472,0.06,0,0,0,"Chir02Ox-b17470.2"
"Chir02Ox-b20610.2",0,1.0981680316548,0.488,0.039,0,0,1.06612816075931,0.483,0.046,0,0,0,"Chir02Ox-b20610.2"
"Chir02Ox-b22440.2",0,0.745423484351542,0.328,0.052,0,0,0.73837413775464,0.343,0.064,0,0,0,"Chir02Ox-b22440.2"
"Chir02Ox-b22510.2",0,0.503167080174053,0.408,0.04,0,0,0.447592168114617,0.365,0.048,0,0,0,"Chir02Ox-b22510.2"
"Chir02Ox-b22970.2",0,0.906648928644665,0.328,0.015,0,0,1.17506812946011,0.38,0.024,0,0,0,"Chir02Ox-b22970.2"
"Chir02Ox-b23390.2",0,0.355547272289819,0.226,0.022,0,0,0.317098787564364,0.183,0.024,0,0,0,"Chir02Ox-b23390.2"
"Chir02Ox-b23750.2",0,0.563459415264804,0.513,0.038,0,0,0.65556023324455,0.576,0.067,0,0,0,"Chir02Ox-b23750.2"
"Chir02Ox-b24270.2",0,0.424925552634968,0.29,0.019,0,0,0.564924978665235,0.392,0.032,0,0,0,"Chir02Ox-b24270.2"
"Chir02Ox-b25190.2",0,0.32295550422583,0.29,0.018,0,0,0.429075358447612,0.345,0.033,0,0,0,"Chir02Ox-b25190.2"
"Chir02Ox-b25240.2",0,0.691770449515767,0.57,0.05,0,0,0.781710615348761,0.63,0.063,0,0,0,"Chir02Ox-b25240.2"
"Chir02Ox-b25630.2",0,1.51439818019746,0.792,0.074,0,0,1.40608403649842,0.767,0.097,0,0,0,"Chir02Ox-b25630.2"
"Chir02Ox-b25940.2",0,0.553861559701568,0.395,0.028,0,0,0.536091804365065,0.367,0.037,0,0,0,"Chir02Ox-b25940.2"
"Chir03Ox-b02160.2",0,0.44524245397947,0.326,0.032,0,0,0.404889665002947,0.291,0.042,0,0,0,"Chir03Ox-b02160.2"
"Chir03Ox-b03470.2",0,0.856693844916875,0.582,0.028,0,0,0.870353329005044,0.626,0.044,0,0,0,"Chir03Ox-b03470.2"
"Chir03Ox-b03530.2",0,1.60562653302429,0.741,0.044,0,0,1.84214053379258,0.837,0.07,0,0,0,"Chir03Ox-b03530.2"
"Chir03Ox-b04520.2",0,1.52333127292422,0.732,0.05,0,0,1.60803733058009,0.763,0.084,0,0,0,"Chir03Ox-b04520.2"
"Chir03Ox-b05000.2",0,0.435681993290119,0.309,0.012,0,0,0.514353432468949,0.395,0.024,0,0,0,"Chir03Ox-b05000.2"
"Chir03Ox-b07970.2",0,0.769678219215215,0.334,0.023,0,0,0.724797852470016,0.348,0.031,0,0,0,"Chir03Ox-b07970.2"
"Chir03Ox-b08480.2",0,3.0422007504821,0.233,0.027,0,0,3.50923247987521,0.311,0.066,0,0,0,"Chir03Ox-b08480.2"
"Chir03Ox-b08720.2",0,0.53386672398989,0.313,0.062,0,0,0.446694042539859,0.271,0.068,0,0,0,"Chir03Ox-b08720.2"
"Chir03Ox-b10860.2",0,0.52557900773823,0.256,0.02,0,0,0.629996568597136,0.27,0.03,0,0,0,"Chir03Ox-b10860.2"
"Chir03Ox-b13230.2",0,1.02394942651281,0.428,0.074,0,0,0.761126297174989,0.347,0.091,0,0,0,"Chir03Ox-b13230.2"
