"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir01Ox-b29650.2",0,0.446641625943034,0.449,0.064,0,0,0.513181725191013,0.505,0.079,0,0,0,"Chir01Ox-b29650.2"
"Chir01Ox-b42060.2",0,0.331815386394974,0.309,0.03,0,0,0.340048695244998,0.321,0.036,0,0,0,"Chir01Ox-b42060.2"
"Chir03Ox-b30470.2",0,0.610702093648865,0.396,0.045,0,0,0.506453771610082,0.383,0.051,0,0,0,"Chir03Ox-b30470.2"
"Chir05Ox-b16230.2",0,0.628820685352401,0.287,0.029,0,0,0.503242657863475,0.302,0.035,0,0,0,"Chir05Ox-b16230.2"
"Chir06Ox-b35140.2",0,0.52045504542619,0.3,0.025,0,0,0.379991779966155,0.239,0.014,0,0,0,"Chir06Ox-b35140.2"
"Chir06Ox-b35150.2",0,0.476306329493153,0.214,0.009,0,0,0.543403896636145,0.248,0.011,0,0,0,"Chir06Ox-b35150.2"
"Chir06Ox-b35870.2",0,0.335845708413893,0.276,0.016,0,0,0.407370159843126,0.335,0.024,0,0,0,"Chir06Ox-b35870.2"
"Chir07Ox-b11520.2",0,0.923809359104205,0.439,0.065,0,0,0.978971717935046,0.467,0.077,0,0,0,"Chir07Ox-b11520.2"
"Chir08Ox-b06850.2",0,2.94202519170367,0.552,0.073,0,0,2.75837456651142,0.6,0.092,0,0,0,"Chir08Ox-b06850.2"
"Chir08Ox-b07590.2",0,0.550054014695586,0.288,0.022,0,0,0.714267126354266,0.334,0.03,0,0,0,"Chir08Ox-b07590.2"
"Chir07Ox-b21340.2",1.48418288775815e-301,0.368327505843245,0.312,0.035,2.93467482396418e-297,0,0.319422678448858,0.328,0.041,0,1.48418288775815e-301,0,"Chir07Ox-b21340.2"
"Chir02Ox-b16340.2",3.54537380028919e-297,0.288286154602427,0.295,0.032,7.01026761531181e-293,0,0.293557122809987,0.351,0.037,0,3.54537380028919e-297,0,"Chir02Ox-b16340.2"
"Chir01Ox-b24160.2",2.48233571203696e-294,0.651334998317211,0.437,0.075,4.90832240341069e-290,0,0.516354156729798,0.38,0.061,0,2.48233571203696e-294,0,"Chir01Ox-b24160.2"
"Chir03Ox-b20060.2",3.99783061178867e-281,0.348192126975315,0.359,0.051,7.90491046868974e-277,0,0.351830674479672,0.408,0.059,0,3.99783061178867e-281,0,"Chir03Ox-b20060.2"
"Chir03Ox-b30070.2",1.28598743921459e-238,0.510571381430946,0.324,0.049,2.54278296355901e-234,0,0.422239055609632,0.348,0.076,0,1.28598743921459e-238,0,"Chir03Ox-b30070.2"
"Chir01Ox-b35290.2",1.48572655591213e-220,0.309217606792915,0.226,0.025,2.93772711900505e-216,0,0.52416575127895,0.358,0.037,0,1.48572655591213e-220,0,"Chir01Ox-b35290.2"
"Chir07Ox-b35240.2",3.48468619709138e-219,0.299514451666728,0.229,0.026,6.89027001750878e-215,0,0.902745849646811,0.493,0.058,0,3.48468619709138e-219,0,"Chir07Ox-b35240.2"
"Chir04Ox-b20280.2",4.19085681755146e-189,0.719404352351236,0.369,0.082,8.2865811853445e-185,0,0.579574131215393,0.32,0.067,0,4.19085681755146e-189,0,"Chir04Ox-b20280.2"
"Chir01Ox-b14900.2",1.00313866891275e-179,0.259041776555947,0.188,0.021,1.98350609004118e-175,0,0.536391819346849,0.363,0.045,0,1.00313866891275e-179,0,"Chir01Ox-b14900.2"
"Chir06Ox-b21550.2",3.20205518878505e-170,0.445969921963275,0.398,0.098,6.33142372478468e-166,0,0.330745555743474,0.369,0.081,0,3.20205518878505e-170,0,"Chir06Ox-b21550.2"
"Chir06Ox-b11590.2",4.89007415013495e-167,0.381357168209914,0.336,0.073,9.66914361706185e-163,0,0.497884302158922,0.435,0.095,0,4.89007415013495e-167,0,"Chir06Ox-b11590.2"
"Chir01Ox-b06960.2",6.7192418159109e-155,0.27462117812537,0.357,0.086,1.32859568426006e-150,0,0.31448042298758,0.413,0.096,0,6.7192418159109e-155,0,"Chir01Ox-b06960.2"
"Chir06Ox-b10180.2",2.42504072036273e-119,0.273486284043458,0.285,0.068,4.79503301637323e-115,0,0.327746846836648,0.334,0.069,0,2.42504072036273e-119,0,"Chir06Ox-b10180.2"
"Chir01Ox-b13370.2",8.7134921762818e-155,0.305540901840137,0.223,0.035,1.7229188080162e-150,3.55969291787132e-296,0.326514387251925,0.25,0.044,7.03858080650695e-292,8.7134921762818e-155,7.11938583574252e-296,"Chir01Ox-b13370.2"
"Chir01Ox-b13690.2",7.9931361177033e-90,0.497303119132526,0.11,0.015,1.58048280455347e-85,6.264762781562e-265,0.568944928693751,0.19,0.028,1.23873154479825e-260,7.9931361177033e-90,1.25295255631232e-264,"Chir01Ox-b13690.2"
"Chir06Ox-b28700.2",6.23103428166382e-109,0.291283669491475,0.288,0.076,1.23206240851339e-104,2.22628147249727e-244,0.334346195378844,0.34,0.092,4.40202635556886e-240,6.23103428166382e-109,4.45256294499453e-244,"Chir06Ox-b28700.2"
"Chir05Ox-b20810.2",2.32968429185669e-104,0.709231372645663,0.302,0.086,4.60648475028824e-100,7.93345376801268e-211,0.694479038724895,0.313,0.089,1.56868181354915e-206,2.32968429185669e-104,1.58669075360253e-210,"Chir05Ox-b20810.2"
"Chir06Ox-b04370.2",1.34241484694878e-83,0.559840825638144,0.294,0.093,2.65435687687182e-79,4.06944222569105e-165,0.548852759803479,0.297,0.093,8.04650811285891e-161,1.34241484694878e-83,8.13888445138213e-165,"Chir06Ox-b04370.2"
"Chir06Ox-b04340.2",1.07868738778447e-120,0.477475020354839,0.287,0.07,2.13288857186624e-116,8.17116070885304e-157,0.427185015209228,0.266,0.08,1.61568360696151e-152,1.07868738778447e-120,1.63423214177065e-156,"Chir06Ox-b04340.2"
"Chir06Ox-b17160.2",3.83049329064799e-38,0.625871961161964,0.181,0.067,7.57403438359827e-34,2.84573893455519e-101,0.619262157909954,0.249,0.093,5.62687959529597e-97,3.83049329064799e-38,5.6914778691104e-101,"Chir06Ox-b17160.2"
"Chir08Ox-b08610.2",5.08854169913036e-69,0.400197094887163,0.259,0.087,1.00615735016905e-64,7.42007864455625e-69,0.330976202421199,0.226,0.098,1.46717215038811e-64,7.42007864455625e-69,1.01770833982608e-68,"Chir08Ox-b08610.2"
"Chir05Ox-b09870.2",3.36148561155704e-16,0.410550424333501,0.161,0.084,6.64666549973174e-12,1.80584379960241e-53,0.552455408354886,0.206,0.096,3.57069494495385e-49,3.36148561155704e-16,3.61168759920483e-53,"Chir05Ox-b09870.2"
"Chir02Ox-b02980.2",0,2.39069994896112,0.598,0.126,0,0,2.66050575597084,0.732,0.181,0,0,0,"Chir02Ox-b02980.2"
"Chir04Ox-b25400.2",0,1.08157550524824,0.606,0.109,0,0,1.5943735391721,0.797,0.162,0,0,0,"Chir04Ox-b25400.2"
"Chir01Ox-b21060.2",1.33279203657109e-267,1.70259286241983,0.857,0.405,2.63532969391201e-263,0,1.83096150195053,0.871,0.428,0,1.33279203657109e-267,0,"Chir01Ox-b21060.2"
"Chir03Ox-b09250.2",6.22764921663292e-266,1.72007605583786,0.962,0.645,1.23139307960483e-261,0,1.71167600205083,0.911,0.584,0,6.22764921663292e-266,0,"Chir03Ox-b09250.2"
"Chir02Ox-b14000.2",1.08492503853292e-249,1.06609913809468,0.519,0.127,2.14522227869114e-245,0,1.15840221719998,0.592,0.113,0,1.08492503853292e-249,0,"Chir02Ox-b14000.2"
"Chir01Ox-b33620.2",1.25616191822154e-241,0.877731795537302,0.747,0.263,2.48380896089945e-237,0,0.944179039864536,0.787,0.28,0,1.25616191822154e-241,0,"Chir01Ox-b33620.2"
"Chir02Ox-b16260.2",7.23583506711655e-234,0.58134231953444,0.663,0.211,1.43074166782096e-229,0,0.595532592562666,0.691,0.228,0,7.23583506711655e-234,0,"Chir02Ox-b16260.2"
"Chir06Ox-b13240.2",8.16568333067735e-226,0.747988659360609,0.698,0.244,1.61460056497483e-221,0,0.888362043300864,0.783,0.317,0,8.16568333067735e-226,0,"Chir06Ox-b13240.2"
"Chir07Ox-b27160.2",1.36240242191492e-225,1.26370941702392,0.693,0.262,2.69387830885237e-221,0,1.31034241505767,0.756,0.321,0,1.36240242191492e-225,0,"Chir07Ox-b27160.2"
"Chir03Ox-b12420.2",2.8844515345577e-220,0.922802291968986,0.755,0.322,5.70342601928094e-216,0,0.904086189259968,0.727,0.266,0,2.8844515345577e-220,0,"Chir03Ox-b12420.2"
"Chir08Ox-b23810.2",3.96146203652116e-220,0.66506886214276,0.477,0.117,7.83299888481329e-216,0,0.757075638778561,0.508,0.109,0,3.96146203652116e-220,0,"Chir08Ox-b23810.2"
"Chir04Ox-b19160.2",5.66914926173097e-218,1.55233100710388,0.89,0.523,1.12096088352206e-213,0,1.49341894663005,0.908,0.554,0,5.66914926173097e-218,0,"Chir04Ox-b19160.2"
"Chir02Ox-b13550.2",4.16720467225516e-203,0.372983648045498,0.462,0.111,8.23981379845013e-199,0,0.437452372540502,0.535,0.131,0,4.16720467225516e-203,0,"Chir02Ox-b13550.2"
"Chir01Ox-b14810.2",4.62711752924781e-190,0.815522085632881,0.677,0.278,9.14919949058169e-186,0,1.16373724134027,0.809,0.302,0,4.62711752924781e-190,0,"Chir01Ox-b14810.2"
"Chir02Ox-b22720.2",1.04487416928661e-185,0.693254071260211,0.719,0.336,2.06602969493041e-181,0,0.881506372166306,0.823,0.407,0,1.04487416928661e-185,0,"Chir02Ox-b22720.2"
"Chir03Ox-b05480.2",2.05056177779484e-182,0.420084421091664,0.481,0.133,4.05457580323374e-178,0,0.46991812988243,0.553,0.149,0,2.05056177779484e-182,0,"Chir03Ox-b05480.2"
"Chir03Ox-b13460.2",2.02096395544623e-174,0.544178212886806,0.555,0.193,3.99605202910384e-170,0,0.666793100755301,0.63,0.229,0,2.02096395544623e-174,0,"Chir03Ox-b13460.2"
"Chir05Ox-b11620.2",6.46305104460211e-167,0.6590485446277,0.627,0.242,1.27793908304918e-162,0,0.629358678703818,0.595,0.188,0,6.46305104460211e-167,0,"Chir05Ox-b11620.2"
"Chir04Ox-b17280.2",1.07726071955512e-165,0.672248624935768,0.859,0.469,2.13006762077634e-161,0,0.753711472644609,0.899,0.522,0,1.07726071955512e-165,0,"Chir04Ox-b17280.2"
"Chir02Ox-b11660.2",7.45371351566491e-152,0.638414413389162,0.583,0.228,1.47382277345242e-147,0,0.724136835579593,0.694,0.246,0,7.45371351566491e-152,0,"Chir02Ox-b11660.2"
"Chir04Ox-b10440.2",3.2281694904348e-151,1.01571130158373,0.905,0.519,6.38305953343674e-147,0,1.26011987847218,0.933,0.55,0,3.2281694904348e-151,0,"Chir04Ox-b10440.2"
"Chir06Ox-b20020.2",2.39437419185279e-143,0.602678527203114,0.598,0.241,4.73439608955053e-139,0,0.680089248756011,0.633,0.215,0,2.39437419185279e-143,0,"Chir06Ox-b20020.2"
"Chir04Ox-b18040.2",1.10427899705528e-110,0.349568143417053,0.538,0.229,2.18349086087741e-106,0,0.419670728260476,0.601,0.226,0,1.10427899705528e-110,0,"Chir04Ox-b18040.2"
"Chir01Ox-b01170.2",1.78288259743555e-119,0.263826026892993,0.451,0.151,3.52529375990931e-115,1.23932479847587e-305,0.338009770135412,0.514,0.164,2.45051692402634e-301,1.78288259743555e-119,2.47864959695154e-305,"Chir01Ox-b01170.2"
"Chir03Ox-b32220.2",4.30662577313237e-110,0.383157136833768,0.498,0.194,8.51549114121463e-106,2.99957824035703e-305,0.4161765649171,0.541,0.185,5.93106605465795e-301,4.30662577313237e-110,5.99915648071349e-305,"Chir03Ox-b32220.2"
"Chir04Ox-b10500.2",1.10889270524732e-144,0.803849241533228,0.839,0.535,2.19261354608553e-140,1.74523913724985e-303,0.745334054533553,0.823,0.49,3.45086134608412e-299,1.10889270524732e-144,3.49047827449944e-303,"Chir04Ox-b10500.2"
