"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir02Ox-b26600.2",0,2.3169370105591,0.583,0.004,0,0,2.73830034978667,0.786,0.004,0,0,0,"Chir02Ox-b26600.2"
"Chir03Ox-b21760.2",0,1.52191723012511,0.472,0.003,0,0,2.39497639831618,0.732,0.003,0,0,0,"Chir03Ox-b21760.2"
"Chir03Ox-b29450.2",0,1.89298504590546,0.389,0.001,0,0,2.00943531199994,0.554,0.002,0,0,0,"Chir03Ox-b29450.2"
"Chir05Ox-b02240.2",0,0.607785907958953,0.389,0.003,0,0,1.13757886332907,0.571,0.003,0,0,0,"Chir05Ox-b02240.2"
"Chir08Ox-b15930.2",0,0.768826237540241,0.361,0.002,0,1.58219985503764e-236,0.680934816552106,0.286,0.004,3.12848377336593e-232,1.58219985503764e-236,0,"Chir08Ox-b15930.2"
"Chir08Ox-b16630.2",0,1.28736580834809,0.528,0.002,0,0,2.06412349341055,0.679,0.003,0,0,0,"Chir08Ox-b16630.2"
"Chir06Ox-b17560.2",8.69732807055175e-256,0.806275699870641,0.389,0.004,1.7197226793902e-251,0,1.06413432621034,0.411,0.005,0,8.69732807055175e-256,0,"Chir06Ox-b17560.2"
"Chir07Ox-b18790.2",1.76747454018031e-225,0.541813771027532,0.306,0.003,3.49482740829852e-221,0,0.591055533667939,0.464,0.003,0,1.76747454018031e-225,0,"Chir07Ox-b18790.2"
"Chir06Ox-b06140.2",1.21933640426555e-223,1.46913979312613,0.194,0.001,2.41099387215427e-219,0,1.91256259898263,0.554,0.001,0,1.21933640426555e-223,0,"Chir06Ox-b06140.2"
"Chir01Ox-b22800.2",2.88219436836015e-215,0.728961289010105,0.389,0.005,5.69896292455853e-211,0,1.69971436367806,0.625,0.009,0,2.88219436836015e-215,0,"Chir01Ox-b22800.2"
"Chir06Ox-b36350.2",1.01123109722908e-199,1.01594885233063,0.194,0.001,1.99950724855105e-195,0,2.07836946824099,0.768,0.002,0,1.01123109722908e-199,0,"Chir06Ox-b36350.2"
"Chir02Ox-b16470.2",4.95617004445304e-199,0.860004136514617,0.306,0.003,9.79983502889701e-195,0,1.19359883376093,0.446,0.003,0,4.95617004445304e-199,0,"Chir02Ox-b16470.2"
"Chir04Ox-b22430.2",4.37879691324986e-157,0.683472233685761,0.389,0.007,8.65819513656895e-153,0,1.6488611114664,0.732,0.008,0,4.37879691324986e-157,0,"Chir04Ox-b22430.2"
"Chir08Ox-b05320.2",5.87470080469599e-156,2.43441146219054,0.306,0.004,1.16160459011254e-151,0,3.2146107805352,0.446,0.005,0,5.87470080469599e-156,0,"Chir08Ox-b05320.2"
"Chir01Ox-b09860.2",1.76877214665295e-141,0.573301306428896,0.306,0.005,3.49739316557688e-137,0,1.869176089338,0.554,0.006,0,1.76877214665295e-141,0,"Chir01Ox-b09860.2"
"Chir06Ox-b21880.2",2.98051818534669e-141,0.77965636849104,0.111,0,5.893378607886e-137,0,1.85348322230513,0.571,0.002,0,2.98051818534669e-141,0,"Chir06Ox-b21880.2"
"Chir08Ox-b27280.2",9.09518303923637e-128,0.289514300883721,0.222,0.003,1.79839054234821e-123,0,0.881844300980323,0.446,0.004,0,9.09518303923637e-128,0,"Chir08Ox-b27280.2"
"Chir02Ox-b26450.2",3.68376738451659e-127,0.471118213857848,0.333,0.006,7.28391324940466e-123,0,0.889053338038141,0.571,0.007,0,3.68376738451659e-127,0,"Chir02Ox-b26450.2"
"Chir01Ox-b22450.2",3.93537663241322e-115,1.30863907581963,0.306,0.006,7.78142021527066e-111,0,1.2870904571902,0.411,0.005,0,3.93537663241322e-115,0,"Chir01Ox-b22450.2"
"Chir02Ox-b08040.2",4.56383301971135e-102,0.649426491975629,0.361,0.009,9.02406702987525e-98,0,1.07315244367277,0.643,0.011,0,4.56383301971135e-102,0,"Chir02Ox-b08040.2"
"Chir07Ox-b01400.2",3.67617686224783e-91,0.379235694871151,0.306,0.007,7.26890450972263e-87,0,0.73762312428322,0.482,0.007,0,3.67617686224783e-91,0,"Chir07Ox-b01400.2"
"Chir02Ox-b17030.2",2.2787065997012e-89,0.592225335484541,0.278,0.006,4.50568655958918e-85,0,1.20442228263092,0.536,0.006,0,2.2787065997012e-89,0,"Chir02Ox-b17030.2"
"Chir08Ox-b01400.2",2.20440604851127e-77,0.318441109168897,0.139,0.002,4.35877207972134e-73,0,1.78723496053144,0.643,0.003,0,2.20440604851127e-77,0,"Chir08Ox-b01400.2"
"Chir08Ox-b26280.2",3.1769183164866e-72,0.293765108051849,0.222,0.005,6.28172058718896e-68,0,0.858907033334571,0.482,0.006,0,3.1769183164866e-72,0,"Chir08Ox-b26280.2"
"Chir07Ox-b12590.2",2.70003752085312e-66,1.26297181441172,0.167,0.003,5.33878418998288e-62,0,2.82299282293931,0.679,0.003,0,2.70003752085312e-66,0,"Chir07Ox-b12590.2"
"Chir06Ox-b33210.2",4.89668328872835e-37,0.353960486121362,0.167,0.006,9.68221186680257e-33,0,0.985050001152145,0.5,0.006,0,4.89668328872835e-37,0,"Chir06Ox-b33210.2"
"Chir04Ox-b20340.2",6.53140412454787e-103,0.723381958169464,0.389,0.011,1.29145453754685e-98,7.44736099953769e-305,0.97353836230913,0.518,0.01,1.47256669043859e-300,6.53140412454787e-103,1.48947219990739e-304,"Chir04Ox-b20340.2"
"Chir06Ox-b04260.2",3.39906432878956e-183,0.903952604334559,0.472,0.009,6.72096989731561e-179,9.64623707308261e-271,1.07203266954692,0.589,0.014,1.90735045646062e-266,3.39906432878956e-183,1.92924741461652e-270,"Chir06Ox-b04260.2"
"Chir06Ox-b36800.2",2.46374166160396e-77,0.794761500942236,0.222,0.005,4.8715563874895e-73,2.18303927896018e-261,0.924233040919527,0.286,0.003,4.31652356628797e-257,2.46374166160396e-77,4.36607855792003e-261,"Chir06Ox-b36800.2"
"Chir03Ox-b21630.2",1.63439222624224e-93,0.771357434063593,0.333,0.009,3.23168374894878e-89,5.34195907478542e-240,1.7877162026369,0.536,0.013,1.05626556785732e-235,1.63439222624224e-93,1.06839181495705e-239,"Chir03Ox-b21630.2"
"Chir07Ox-b27900.2",6.68202649903429e-98,0.740449726284785,0.167,0.002,1.32123709965405e-93,1.88104520211773e-238,1.04268484295438,0.304,0.004,3.7193906781474e-234,6.68202649903429e-98,3.7620904042352e-238,"Chir07Ox-b27900.2"
"Chir01Ox-b10090.2",2.97791942405508e-56,0.503374886596095,0.222,0.006,5.88824007718411e-52,6.669167245204e-228,0.809122907985066,0.375,0.007,1.31869443939419e-223,2.97791942405508e-56,1.33383344904079e-227,"Chir01Ox-b10090.2"
"Chir03Ox-b02410.2",1.32431608486959e-40,0.870848023061014,0.333,0.02,2.61857019461265e-36,1.7683216539614e-216,1.91200234949013,0.679,0.024,3.49650240637788e-212,1.32431608486959e-40,3.53664330792286e-216,"Chir03Ox-b02410.2"
"Chir07Ox-b03530.2",2.02350219481253e-26,0.48202906561179,0.222,0.014,4.00107088980281e-22,1.69706942290811e-212,1.54575300252279,0.5,0.013,3.35561536991621e-208,2.02350219481253e-26,3.39413884581624e-212,"Chir07Ox-b03530.2"
"Chir03Ox-b10170.2",3.22013116195297e-109,1.32822180799328,0.417,0.012,6.36716534652961e-105,3.79241750015666e-206,1.28169295702073,0.518,0.015,7.49874712305976e-202,3.22013116195297e-109,7.5848350003132e-206,"Chir03Ox-b10170.2"
"Chir07Ox-b21080.2",3.94518837546066e-51,0.822457774933181,0.25,0.009,7.80082097479837e-47,8.46600902163237e-197,2.03531883145847,0.464,0.012,1.67398396384737e-192,3.94518837546066e-51,1.69320180432649e-196,"Chir07Ox-b21080.2"
"Chir08Ox-b03180.2",6.94582036810432e-42,0.565444389737586,0.278,0.014,1.37339706138527e-37,1.88881674776054e-192,1.51622685487248,0.607,0.022,3.73475735534692e-188,6.94582036810432e-42,3.77763349552112e-192,"Chir08Ox-b03180.2"
"Chir03Ox-b14550.2",5.95196170038876e-53,0.348665415502123,0.278,0.011,1.17688138701787e-48,2.29997908206547e-186,0.782018097058023,0.482,0.014,4.54774863896805e-182,5.95196170038876e-53,4.59995816413096e-186,"Chir03Ox-b14550.2"
"Chir01Ox-b07120.2",1.73644857556105e-95,0.886046581079641,0.5,0.019,3.43347976845687e-91,1.40268024713702e-184,1.19531781799545,0.589,0.021,2.77351965266402e-180,1.73644857556105e-95,2.80536049427404e-184,"Chir01Ox-b07120.2"
"Chir02Ox-b15850.2",2.71548157622721e-110,1.55958357612222,0.444,0.013,5.36932172067406e-106,2.72948990402958e-180,2.89207482524481,0.518,0.017,5.39702038723768e-176,2.71548157622721e-110,5.45897980805928e-180,"Chir02Ox-b15850.2"
"Chir05Ox-b08860.2",1.75508195047496e-53,0.663752279491794,0.194,0.005,3.47032354067414e-49,1.13865438750227e-178,1.04413946894288,0.304,0.006,2.25146132040823e-174,1.75508195047496e-53,2.27730877500449e-178,"Chir05Ox-b08860.2"
"Chir04Ox-b12670.2",8.72525939529975e-52,0.543488680422101,0.333,0.016,1.72524554023262e-47,3.16576458888111e-173,1.67998775846723,0.643,0.027,6.25966632159461e-169,8.72525939529975e-52,6.33152917776213e-173,"Chir04Ox-b12670.2"
"Chir05Ox-b21880.2",8.86539312737163e-59,2.55846199284185,0.611,0.049,1.75295418307519e-54,8.36113377944693e-169,3.50461907301921,0.804,0.046,1.65324698221004e-164,8.86539312737163e-59,1.6722267558894e-168,"Chir05Ox-b21880.2"
"Chir07Ox-b32000.2",3.76565433676955e-34,1.07406687026922,0.25,0.013,7.44582832009444e-30,1.63858882748434e-162,1.1985342400828,0.5,0.017,3.23998168858479e-158,3.76565433676955e-34,3.27717765496865e-162,"Chir07Ox-b32000.2"
"Chir03Ox-b26790.2",2.78580597592252e-37,0.429589013012992,0.25,0.012,5.50837415619159e-33,3.18237710897065e-151,0.835282659448116,0.429,0.014,6.29251425756767e-147,2.78580597592252e-37,6.36475421794145e-151,"Chir03Ox-b26790.2"
"Chir05Ox-b10420.2",2.35137895486273e-50,1.27178073850561,0.472,0.032,4.64938160745008e-46,5.90038728126187e-144,1.36985408937544,0.571,0.026,1.16668357712391e-139,2.35137895486273e-50,1.1800774562524e-143,"Chir05Ox-b10420.2"
"Chir03Ox-b29780.2",5.10596234447768e-59,1.2050280807885,0.389,0.019,1.00960193437357e-54,3.61864273666342e-139,1.63836964209816,0.554,0.025,7.15514228320457e-135,5.10596234447768e-59,7.23728547332697e-139,"Chir03Ox-b29780.2"
"Chir08Ox-b18660.2",4.64319677020848e-100,0.923180772032851,0.389,0.011,9.18099297373322e-96,6.19506163661659e-133,0.945910601887745,0.357,0.011,1.2249495374082e-128,4.64319677020848e-100,1.23901232732331e-132,"Chir08Ox-b18660.2"
"Chir04Ox-b10460.2",9.40842654223771e-86,0.53151945025483,0.361,0.011,1.86032818019666e-81,2.31630086294913e-132,0.745148125600675,0.393,0.013,4.58002169630932e-128,9.40842654223771e-86,4.63260172589817e-132,"Chir04Ox-b10460.2"
"Chir01Ox-b06200.2",2.35468184956152e-39,1.00638273078174,0.194,0.007,4.655912421138e-35,4.6525518921187e-131,0.913546724424607,0.339,0.01,9.19949085628631e-127,2.35468184956152e-39,9.30510378423734e-131,"Chir01Ox-b06200.2"
"Chir04Ox-b18890.2",6.96757780446781e-128,1.5043269676441,0.25,0.003,1.37769915927742e-123,2.53615246978205e-126,1.63663484139523,0.179,0.003,5.01473427850005e-122,2.53615246978205e-126,1.3935155608936e-127,"Chir04Ox-b18890.2"
"Chir08Ox-b26390.2",2.22570969218702e-25,0.49719297242591,0.222,0.014,4.40089577436139e-21,7.88340173031757e-115,1.64207278980607,0.446,0.02,1.55878502413569e-110,2.22570969218702e-25,1.57668034606352e-114,"Chir08Ox-b26390.2"
"Chir07Ox-b24600.2",2.75378203363304e-18,0.770219862186132,0.389,0.06,5.44505321510261e-14,2.27843967531213e-114,1.3646609820961,0.589,0.035,4.50515876999468e-110,2.75378203363304e-18,4.5568793506242e-114,"Chir07Ox-b24600.2"
"Chir03Ox-b00650.2",4.57203647498266e-19,0.534045957987544,0.306,0.035,9.04028772198321e-15,1.50863748433909e-109,1.28755419133097,0.643,0.043,2.98302889778369e-105,4.57203647498266e-19,3.01727496867818e-109,"Chir03Ox-b00650.2"
"Chir03Ox-b00160.2",7.16499127213282e-80,0.755533716286869,0.333,0.01,1.41673372423882e-75,3.07538263311629e-108,0.606758397001665,0.286,0.008,6.08095408046084e-104,7.16499127213282e-80,6.15076526623258e-108,"Chir03Ox-b00160.2"
"Chir03Ox-b15040.2",5.86119159767601e-49,2.21441617023953,0.583,0.05,1.15893341460848e-44,5.46886341846019e-103,4.51004558189424,0.75,0.063,1.08135836373213e-98,5.86119159767601e-49,1.09377268369205e-102,"Chir03Ox-b15040.2"
"Chir03Ox-b34150.2",9.29253960581029e-69,0.748731140009398,0.417,0.019,1.83741385625687e-64,1.60265846285715e-101,0.581613148535531,0.429,0.02,3.16893657860744e-97,9.29253960581029e-69,3.20531692571434e-101,"Chir03Ox-b34150.2"
"Chir01Ox-b31670.2",1.06207966444575e-69,0.384792326103351,0.25,0.006,2.10005012050859e-65,1.64178156669908e-101,0.312157404689272,0.268,0.008,3.2462946918341e-97,1.06207966444575e-69,3.28356313339815e-101,"Chir01Ox-b31670.2"
"Chir01Ox-b40010.2",5.59444087450092e-10,0.420852990000607,0.222,0.035,1.10618879411507e-05,3.04469406652501e-96,0.69873812750453,0.518,0.032,6.02027357773989e-92,5.59444087450092e-10,6.08938813305007e-96,"Chir01Ox-b40010.2"
"Chir08Ox-b09290.2",3.53016587688856e-34,0.751457736939054,0.333,0.024,6.98019698837175e-30,8.12541262420101e-95,1.44826637379489,0.589,0.042,1.60663783818327e-90,3.53016587688856e-34,1.6250825248402e-94,"Chir08Ox-b09290.2"
"Chir02Ox-b16030.2",2.89104103159297e-30,1.11565061757411,0.417,0.042,5.71645543176878e-26,4.30504314797798e-89,1.83157966502948,0.589,0.045,8.51236181649686e-85,2.89104103159297e-30,8.61008629595592e-89,"Chir02Ox-b16030.2"
"Chir02Ox-b24950.2",1.43571791436046e-26,0.291883366982886,0.25,0.017,2.83884503206494e-22,3.71308800364677e-87,0.656059412544675,0.411,0.022,7.34188890961076e-83,1.43571791436046e-26,7.42617600729346e-87,"Chir02Ox-b24950.2"
"Chir06Ox-b18260.2",2.07167151546116e-25,0.441576113280845,0.333,0.031,4.09631608752135e-21,4.50898876793265e-86,0.970281747751063,0.482,0.031,8.91562349083323e-82,2.07167151546116e-25,9.0179775358654e-86,"Chir06Ox-b18260.2"
"Chir05Ox-b22630.2",4.45649249067031e-28,0.259791057899638,0.139,0.005,8.8118226018024e-24,2.95391046011044e-85,0.349675543999899,0.214,0.006,5.84076715277638e-81,4.45649249067031e-28,5.90782092022093e-85,"Chir05Ox-b22630.2"
"Chir06Ox-b14960.2",4.05014221903571e-34,0.953904549914758,0.333,0.023,8.00834620969931e-30,1.60516693346123e-76,1.20950989877381,0.411,0.024,3.17389657753289e-72,4.05014221903571e-34,3.21033386692248e-76,"Chir06Ox-b14960.2"
"Chir08Ox-b30160.2",5.17307950171424e-38,0.609282172919495,0.333,0.021,1.02287300987396e-33,4.33779740120293e-72,0.789574676466234,0.375,0.022,8.57712680139856e-68,5.17307950171424e-38,8.67559480240578e-72,"Chir08Ox-b30160.2"
"Chir02Ox-b20380.2",1.70538711775444e-28,0.627390437633484,0.306,0.024,3.37206194793584e-24,5.49284715860329e-72,1.26804120228852,0.411,0.027,1.08610066867063e-67,1.70538711775444e-28,1.09856943172067e-71,"Chir02Ox-b20380.2"
"Chir08Ox-b02160.2",4.59146359671971e-71,0.337549228818585,0.194,0.004,9.07870096979389e-67,5.65666114354728e-49,0.605090777643691,0.125,0.004,1.1184916079136e-44,5.65666114354728e-49,9.18292719343934e-71,"Chir08Ox-b02160.2"
"Chir06Ox-b00340.2",6.3564741038037e-06,0.304917137217653,0.139,0.025,0.12568656245451,3.04765569618544e-70,0.640302379972724,0.411,0.027,6.02612960806748e-66,6.3564741038037e-06,6.09531139237094e-70,"Chir06Ox-b00340.2"
"Chir03Ox-b11900.2",1.51648940740308e-25,0.612780304508022,0.333,0.031,2.9985545052581e-21,7.57822383874153e-70,0.876059756555854,0.5,0.04,1.49844219963436e-65,1.51648940740308e-25,1.51564476774831e-69,"Chir03Ox-b11900.2"
"Chir08Ox-b25450.2",4.36361473531008e-27,0.258805390741038,0.139,0.005,8.62817541612863e-23,3.59584409403081e-68,0.373419122070329,0.179,0.005,7.11006252712713e-64,4.36361473531008e-27,7.19168818806165e-68,"Chir08Ox-b25450.2"
"Chir07Ox-b29600.2",8.56146492500001e-48,0.428075287211683,0.278,0.012,1.69285845962025e-43,6.24770773189296e-68,0.447705261969275,0.268,0.012,1.23535924982719e-63,8.56146492500001e-48,1.24954154637859e-67,"Chir07Ox-b29600.2"
"Chir06Ox-b23160.2",1.79360912249675e-25,0.9315846515144,0.389,0.043,3.54650331791282e-21,5.77854537345223e-67,0.772670111818706,0.482,0.039,1.14259177669271e-62,1.79360912249675e-25,1.15570907469043e-66,"Chir06Ox-b23160.2"
