"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir06Ox-b06140.2",1.69085119605438,0.374,0.001,1,"DEGs","No"
"Chir03Ox-b29450.2",1.9512101789527,0.4715,0.0015,2,"DEGs","No"
"Chir06Ox-b36350.2",1.54715916028581,0.481,0.0015,3,"DEGs","No"
"Chir03Ox-b21760.2",2.11295287090891,0.63,0.003,4,"GEP_35 and DEGs","No"
"Chir08Ox-b16630.2",1.80774717680684,0.62,0.003,5,"GEP_35 and DEGs","No"
"Chir07Ox-b12590.2",2.04298231867552,0.423,0.003,6,"DEGs","No"
"Chir04Ox-b18890.2",1.57048090451967,0.2145,0.003,7,"DEGs","No"
"Chir02Ox-b26600.2",2.58719047161119,0.707,0.004,8,"GEP_35 and DEGs","Yes"
"Chir08Ox-b05320.2",2.82451112136287,0.376,0.0045,9,"DEGs","No"
"Chir01Ox-b09860.2",1.48885497568855,0.457,0.005,10,"GEP_35 and DEGs","No"
"Chir01Ox-b22450.2",1.29554633480339,0.37,0.005,11,"GEP_35 and DEGs","No"
"Chir04Ox-b22430.2",1.3437159535169,0.598,0.008,12,"GEP_35 and DEGs","No"
"Chir03Ox-b21630.2",1.47054384017568,0.457,0.012,13,"GEP_35 and DEGs","No"
"Chir06Ox-b29080.2",1.02357418527788,0.228,0.012,14,"GEP_35 and DEGs","No"
"Chir03Ox-b10170.2",1.304957382507,0.4675,0.0135,15,"DEGs","No"
"Chir04Ox-b16290.2",0.596331785371909,0.273,0.0135,16,"DEGs","Yes"
"Chir02Ox-b15850.2",2.50532482505249,0.489,0.015,17,"GEP_35 and DEGs","No"
"Chir07Ox-b32000.2",1.13630055517601,0.375,0.015,18,"DEGs","No"
"Chir03Ox-b29780.2",1.42169886144333,0.4715,0.022,19,"DEGs","No"
"Chir03Ox-b02410.2",1.59113898403316,0.543,0.023,20,"GEP_35 and DEGs","No"
"Chir05Ox-b10420.2",1.32081741394052,0.5215,0.029,21,"DEGs","Yes"
"Chir05Ox-b20920.2",0.488746335085932,0.369,0.0315,22,"DEGs","Yes"
"Chir06Ox-b17360.2",1.30151972679229,0.381,0.043,23,"DEGs","No"
"Chir02Ox-b16030.2",1.4736151413018,0.503,0.0435,24,"DEGs","Yes"
"Chir02Ox-b00230.2",0.618406805028798,0.386,0.057,25,"DEGs","Yes"
"Chir02Ox-b16020.2",0.913081742061367,0.498,0.082,26,"DEGs","Yes"
"Chir01Ox-b27710.2",0.907984875419776,0.38,0.0835,27,"DEGs","Yes"
"Chir01Ox-b38500.2",1.36795079603069,0.5355,0.159,28,"DEGs","Yes"
"Chir06Ox-b26310.2",1.77867444098794,0.7265,0.3025,29,"DEGs","Yes"
"Chir07Ox-b34380.2",1.35672199838109,0.709,0.379,30,"DEGs","Yes"
