"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir06Ox-b35150.2",0.521604465870385,0.236,0.01,1,"GEP_31 and DEGs","Yes"
"Chir06Ox-b35140.2",0.427451787322213,0.259,0.018,2,"GEP_31 and DEGs","No"
"Chir06Ox-b35870.2",0.371607934128509,0.3055,0.02,3,"DEGs","Yes"
"Chir08Ox-b07590.2",0.66288191466643,0.319,0.027,4,"GEP_41 and DEGs","No"
"Chir05Ox-b16230.2",0.546051992924615,0.297,0.032,5,"GEP_41 and DEGs","Yes"
"Chir01Ox-b35290.2",0.457850982809107,0.314,0.032,6,"GEP_41 and DEGs","Yes"
"Chir01Ox-b14900.2",0.453981718747967,0.305,0.036,7,"GEP_31 and DEGs","No"
"Chir01Ox-b13370.2",0.319948354023815,0.241,0.041,8,"GEP_31 and DEGs","No"
"Chir07Ox-b35240.2",0.740675872713108,0.405,0.045,9,"GEP_31 and DEGs","No"
"Chir03Ox-b30470.2",0.542108833558529,0.388,0.049,10,"GEP_41 and DEGs","No"
"Chir01Ox-b24160.2",0.561395776833419,0.399,0.066,11,"GEP_41 and DEGs","No"
"Chir04Ox-b20280.2",0.626388127084939,0.336,0.073,12,"GEP_31 and DEGs","No"
"Chir07Ox-b11520.2",0.966540898080956,0.458,0.073,13,"GEP_41 and DEGs","No"
"Chir01Ox-b29650.2",0.492082407654751,0.487,0.073,14,"GEP_41 and DEGs","No"
"Chir06Ox-b28700.2",0.312814932435159,0.314,0.084,15,"DEGs","Yes"
"Chir08Ox-b06850.2",2.82168211761971,0.584,0.084,16,"GEP_41 and DEGs","No"
"Chir05Ox-b20810.2",0.699181038211993,0.309,0.088,17,"GEP_41 and DEGs","No"
"Chir05Ox-b09870.2",0.512780910539673,0.191,0.091,18,"GEP_31 and DEGs","No"
"Chir08Ox-b08610.2",0.365586648654181,0.2425,0.0925,19,"DEGs","Yes"
"Chir06Ox-b04370.2",0.551418270248713,0.296,0.093,20,"GEP_41 and DEGs","No"
"Chir02Ox-b14980.2",0.353727826434721,0.396,0.11,21,"GEP_31 and DEGs","Yes"
"Chir02Ox-b14000.2",1.11225067764733,0.5555,0.12,22,"DEGs","No"
"Chir04Ox-b25400.2",1.33797452221017,0.7015,0.1355,23,"DEGs","No"
"Chir02Ox-b02980.2",2.52560285246598,0.665,0.1535,24,"DEGs","No"
"Chir04Ox-b00170.2",0.458311583464799,0.477,0.168,25,"GEP_31 and DEGs","No"
"Chir03Ox-b32220.2",0.399666850875434,0.5195,0.1895,26,"DEGs","Yes"
"Chir06Ox-b00490.2",0.591440265879527,0.5495,0.208,27,"DEGs","Yes"
"Chir03Ox-b13460.2",0.629933030604621,0.605,0.215,28,"GEP_31 and DEGs","Yes"
"Chir02Ox-b16260.2",0.588437456048553,0.677,0.2195,29,"DEGs","Yes"
"Chir01Ox-b33620.2",0.910955417700919,0.767,0.2715,30,"DEGs","No"
"Chir07Ox-b27160.2",1.28702591604079,0.7245,0.2915,31,"DEGs","No"
"Chir03Ox-b12420.2",0.913444240614477,0.741,0.294,32,"DEGs","No"
"Chir04Ox-b13670.2",0.455889789928942,0.6695,0.343,33,"DEGs","Yes"
"Chir08Ox-b28190.2",0.523230547434068,0.727,0.4025,34,"DEGs","Yes"
"Chir01Ox-b21060.2",1.76677718218518,0.864,0.4165,35,"DEGs","No"
"Chir04Ox-b10440.2",1.13791559002795,0.919,0.5345,36,"DEGs","No"
"Chir04Ox-b19160.2",1.52287497686696,0.899,0.5385,37,"DEGs","No"
"Chir03Ox-b09250.2",1.71587602894434,0.9365,0.6145,38,"DEGs","No"
