"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir02Ox-b21770.2",1.53891071424378,0.262,0.007,1,"GEP_33","Yes"
"Chir05Ox-b21290.2",1.83661372794986,0.374,0.011,2,"GEP_33 and DEGs","No"
"Chir05Ox-b09520.2",1.51248535997917,0.508,0.016,3,"GEP_33 and DEGs","No"
"Chir06Ox-b09400.2",1.82426587772536,0.357,0.024,4,"DEGs","No"
"Chir02Ox-b16410.2",1.16298526909742,0.438,0.032,5,"GEP_33 and DEGs","No"
"Chir05Ox-b14670.2",1.73096588580913,0.553,0.034,6,"GEP_33 and DEGs","No"
"Chir01Ox-b11440.2",2.85496837276721,0.55,0.036,7,"GEP_33 and DEGs","No"
"Chir04Ox-b19600.2",1.38838804059902,0.1875,0.036,8,"DEGs","No"
"Chir03Ox-b00890.2",1.81262041144934,0.521,0.051,9,"GEP_33 and DEGs","No"
"Chir03Ox-b02660.2",1.02625213776692,0.447,0.051,10,"GEP_33 and DEGs","No"
"Chir04Ox-b20970.2",1.26089537554341,0.617,0.052,11,"GEP_33 and DEGs","No"
"Chir02Ox-b08950.2",1.56472564004213,0.5725,0.0545,12,"DEGs","No"
"Chir07Ox-b35760.2",2.15297762626454,0.5645,0.0545,13,"DEGs","No"
"Chir06Ox-b10000.2",1.31571798949855,0.5205,0.0615,14,"DEGs","No"
"Chir04Ox-b11890.2",0.456084441584645,0.333,0.063,15,"DEGs","Yes"
"Chir07Ox-b34420.2",1.21230095305301,0.668,0.064,16,"GEP_33 and DEGs","No"
"Chir03Ox-b19330.2",0.545827316466239,0.4325,0.066,17,"DEGs","Yes"
"Chir08Ox-b23350.2",0.579068212448077,0.3755,0.0715,18,"DEGs","Yes"
"Chir04Ox-b21900.2",1.71406509734756,0.554,0.075,19,"DEGs","No"
"Chir01Ox-b24160.2",1.09806116729683,0.626,0.0815,20,"DEGs","No"
"Chir03Ox-b00140.2",0.739080385009551,0.39,0.09,21,"DEGs","Yes"
"Chir04Ox-b25500.2",1.39505132883377,0.6605,0.0905,22,"DEGs","No"
"Chir01Ox-b24510.2",1.02313604480445,0.7005,0.093,23,"DEGs","No"
"Chir08Ox-b06850.2",1.91276329889259,0.474,0.105,24,"DEGs","No"
"Chir01Ox-b24240.2",0.677479929361911,0.4915,0.1085,25,"DEGs","Yes"
"Chir04Ox-b02170.2",0.776428995393335,0.627,0.189,26,"DEGs","Yes"
"Chir06Ox-b31830.2",0.595664769303448,0.619,0.205,27,"DEGs","Yes"
"Chir03Ox-b23340.2",2.13099628662054,0.9095,0.26,28,"DEGs","Yes"
"Chir01Ox-b26760.2",1.52366863612787,0.8375,0.4355,29,"DEGs","Yes"
"Chir06Ox-b33870.2",0.701609505976028,0.791,0.456,30,"DEGs","Yes"
