"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir05Ox-b28440.2",1.35384747249143,0.473,0.001,1,"GEP_6 and DEGs","No"
"Chir07Ox-b23500.2",1.71672192838922,0.687,0.001,2,"GEP_6 and DEGs","No"
"Chir03Ox-b05620.2",3.19799883518223,0.411,0.002,3,"GEP_6 and DEGs","Yes"
"Chir03Ox-b35560.2",2.2514355438581,0.63,0.002,4,"GEP_6 and DEGs","No"
"Chir01Ox-b03780.2",1.23298208504104,0.3385,0.002,5,"DEGs","No"
"Chir05Ox-b21110.2",2.24207805700558,0.347,0.0025,6,"DEGs","No"
"Chir02Ox-b18370.2",2.24543542335877,0.552,0.003,7,"GEP_6 and DEGs","No"
"Chir06Ox-b31760.2",1.16302726620473,0.52,0.003,8,"GEP_6 and DEGs","No"
"Chir07Ox-b21540.2",0.416509597144378,0.15,0.003,9,"GEP_7 and DEGs","No"
"Chir08Ox-b02160.2",0.518152891557196,0.138,0.003,10,"GEP_7 and DEGs","No"
"Chir01Ox-b08370.2",1.09618657807246,0.3955,0.003,11,"DEGs","Yes"
"Chir01Ox-b32160.2",1.19459170463504,0.636,0.004,12,"GEP_6 and DEGs","No"
"Chir01Ox-b17020.2",1.41717692974696,0.4775,0.0045,13,"DEGs","No"
"Chir01Ox-b02960.2",0.362548403273143,0.207,0.005,14,"GEP_7","No"
"Chir03Ox-b24280.2",1.52130679853913,0.423,0.006,15,"DEGs","Yes"
"Chir02Ox-b17620.2",1.43423135401142,0.2175,0.006,16,"DEGs","No"
"Chir05Ox-b04350.2",1.06372143410838,0.3375,0.0075,17,"DEGs","No"
"Chir01Ox-b24670.2",1.05149888593435,0.596,0.01,18,"GEP_6 and DEGs","No"
"Chir04Ox-b28800.2",0.827426350220085,0.445,0.01,19,"GEP_7 and DEGs","No"
"Chir01Ox-b03210.2",2.64890425323911,0.364,0.014,20,"GEP_6 and DEGs","No"
"Chir07Ox-b15170.2",4.15933118201672,0.438,0.016,21,"DEGs","No"
"Chir01Ox-b11730.2",4.74507904944819,0.762,0.019,22,"GEP_6 and DEGs","No"
"Chir01Ox-b27220.2",3.42496195977406,0.423,0.019,23,"GEP_7 and DEGs","No"
"Chir08Ox-b30160.2",1.58937790524768,0.42,0.019,24,"GEP_7 and DEGs","No"
"Chir03Ox-b10200.2",1.06829669307262,0.518,0.021,25,"DEGs","No"
"Chir03Ox-b14380.2",1.6048324804177,0.616,0.023,26,"DEGs","No"
"Chir08Ox-b30170.2",3.02514094151176,0.2315,0.0275,27,"DEGs","No"
"Chir06Ox-b30840.2",0.62152538578314,0.307,0.028,28,"GEP_7 and DEGs","No"
"Chir06Ox-b11500.2",3.09013425086159,0.2015,0.035,29,"DEGs","No"
"Chir04Ox-b28960.2",2.0857871799621,0.762,0.036,30,"GEP_7 and DEGs","No"
"Chir06Ox-b17360.2",1.61357607186137,0.323,0.042,31,"GEP_7 and DEGs","No"
"Chir04Ox-b30410.2",0.858957423220726,0.4545,0.0435,32,"DEGs","Yes"
"Chir06Ox-b11030.2",0.730643827663202,0.327,0.0465,33,"DEGs","Yes"
"Chir02Ox-b03290.2",1.20843427068674,0.448,0.124,34,"DEGs","Yes"
"Chir01Ox-b11090.2",1.89157708245222,0.577,0.149,35,"GEP_7 and DEGs","No"
"Chir05Ox-b06840.2",1.25950871704325,0.5965,0.1715,36,"DEGs","Yes"
"Chir04Ox-b07420.2",0.660695198665297,0.491,0.183,37,"DEGs","Yes"
"Chir05Ox-b26390.2",1.08577580147284,0.54,0.2265,38,"DEGs","Yes"
"Chir07Ox-b35230.2",1.15618949042089,0.793,0.3295,39,"DEGs","Yes"
"Chir06Ox-b32290.2",1.63370022642024,0.7395,0.3315,40,"DEGs","Yes"
