"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir01Ox-b41500.2",0.340856381675516,0.115,0.015,1,"GEP_11 and DEGs","No"
"Chir06Ox-b33630.2",1.54630282684481,0.2715,0.0185,2,"DEGs","No"
"Chir06Ox-b25450.2",1.13494606304213,0.273,0.0205,3,"DEGs","Yes"
"Chir05Ox-b00600.2",1.41459612440854,0.367,0.023,4,"DEGs","No"
"Chir02Ox-b11350.2",1.56193705246073,0.3435,0.0235,5,"DEGs","No"
"Chir04Ox-b21430.2",2.3546010860495,0.36,0.0265,6,"DEGs","No"
"Chir04Ox-b22870.2",1.16509139956679,0.3735,0.0275,7,"DEGs","No"
"Chir01Ox-b41050.2",1.7045511856218,0.414,0.028,8,"DEGs","No"
"Chir03Ox-b22100.2",1.80960650814829,0.388,0.0305,9,"DEGs","No"
"Chir07Ox-b17610.2",0.277391617203699,0.153,0.037,10,"GEP_11","No"
"Chir02Ox-b08950.2",1.33505439329361,0.356,0.041,11,"GEP_23 and DEGs","No"
"Chir07Ox-b04970.2",1.01418544147377,0.465,0.043,12,"GEP_23 and DEGs","No"
"Chir05Ox-b02030.2",1.34921635136196,0.451,0.046,13,"GEP_23 and DEGs","No"
"Chir08Ox-b23620.2",1.4117429210332,0.54,0.051,14,"GEP_23 and DEGs","No"
"Chir05Ox-b14840.2",2.77339638820783,0.4745,0.0595,15,"DEGs","No"
"Chir08Ox-b13980.2",0.993938301633154,0.362,0.062,16,"GEP_23 and DEGs","No"
"Chir07Ox-b11440.2",1.30974902601892,0.499,0.0645,17,"DEGs","No"
"Chir02Ox-b27870.2",1.10452370847844,0.443,0.068,18,"GEP_23 and DEGs","No"
"Chir02Ox-b23120.2",1.10461481673232,0.603,0.07,19,"GEP_23 and DEGs","No"
"Chir03Ox-b31220.2",0.77869928192429,0.2255,0.0705,20,"DEGs","Yes"
"Chir03Ox-b00140.2",0.808429879017809,0.4325,0.073,21,"DEGs","Yes"
"Chir08Ox-b09780.2",1.6407774850613,0.572,0.077,22,"GEP_11 and DEGs","No"
"Chir01Ox-b27150.2",1.09058665117576,0.602,0.079,23,"GEP_23 and DEGs","No"
"Chir06Ox-b17160.2",1.57779273080821,0.2215,0.079,24,"DEGs","No"
"Chir02Ox-b17120.2",1.03556804668725,0.486,0.082,25,"GEP_23 and DEGs","No"
"Chir03Ox-b01260.2",0.930550565213661,0.477,0.085,26,"GEP_11 and DEGs","No"
"Chir03Ox-b22130.2",0.480546531143703,0.356,0.096,27,"GEP_11 and DEGs","Yes"
"Chir02Ox-b03290.2",2.00847104224287,0.638,0.098,28,"GEP_23 and DEGs","Yes"
"Chir01Ox-b28790.2",0.341768569537866,0.281,0.104,29,"GEP_11 and DEGs","No"
"Chir05Ox-b28600.2",1.40958670789039,0.591,0.114,30,"GEP_11 and DEGs","No"
"Chir07Ox-b30770.2",1.71225659120262,0.696,0.118,31,"GEP_11 and DEGs","No"
"Chir05Ox-b26540.2",0.974460747810237,0.555,0.123,32,"GEP_11 and DEGs","No"
"Chir08Ox-b27890.2",0.723296387900927,0.605,0.1475,33,"DEGs","Yes"
"Chir05Ox-b13270.2",2.02139532980328,0.847,0.181,34,"GEP_11 and DEGs","No"
"Chir05Ox-b11430.2",0.631745490264161,0.626,0.193,35,"DEGs","Yes"
"Chir03Ox-b23340.2",2.67053531801367,0.8815,0.2305,36,"DEGs","Yes"
"Chir08Ox-b20840.2",0.684264402036028,0.66,0.322,37,"DEGs","Yes"
"Chir06Ox-b33870.2",0.960666148539673,0.8425,0.437,38,"DEGs","Yes"
"Chir04Ox-b02760.2",1.11296157008658,0.8675,0.4965,39,"DEGs","Yes"
"Chir01Ox-b25170.2",1.77014824334879,0.8525,0.5355,40,"DEGs","Yes"
