"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir05Ox-b01300.2",1.19184560084203,0.707,0.001,1,"GEP_10 and DEGs","No"
"Chir06Ox-b11410.2",3.34143540907754,0.5435,0.001,2,"DEGs","No"
"Chir06Ox-b11430.2",1.68754541941267,0.546,0.003,3,"GEP_10 and DEGs","No"
"Chir02Ox-b17620.2",3.11326606663725,0.96,0.004,4,"GEP_10 and DEGs","No"
"Chir06Ox-b11990.2",1.85156473875557,0.489,0.004,5,"GEP_10 and DEGs","No"
"Chir03Ox-b24280.2",2.4625759280567,0.966,0.005,6,"GEP_10 and DEGs","Yes"
"Chir07Ox-b01400.2",1.02393344723202,0.81,0.005,7,"GEP_10 and DEGs","No"
"Chir01Ox-b01210.2",4.18952911283186,0.966,0.006,8,"GEP_10 and DEGs","No"
"Chir04Ox-b21420.2",1.67760648289833,0.667,0.006,9,"GEP_10 and DEGs","No"
"Chir05Ox-b23410.2",2.65882504825038,0.943,0.007,10,"GEP_10 and DEGs","Yes"
"Chir06Ox-b36510.2",1.49836597840847,0.934,0.0085,11,"DEGs","Yes"
"Chir06Ox-b13650.2",5.95095430836557,0.592,0.011,12,"GEP_10 and DEGs","No"
"Chir06Ox-b13660.2",6.60835130617187,0.7885,0.0155,13,"DEGs","No"
"Chir07Ox-b15170.2",1.91049323767163,0.8965,0.0155,14,"DEGs","No"
"Chir08Ox-b09940.2",4.05460981418521,0.983,0.016,15,"DEGs","No"
"Chir01Ox-b27220.2",2.98121067932718,0.957,0.018,16,"DEGs","No"
"Chir08Ox-b30160.2",2.40872551616386,0.983,0.0185,17,"DEGs","No"
"Chir04Ox-b09930.2",3.6130864127038,0.9135,0.032,18,"DEGs","No"
"Chir06Ox-b11500.2",7.36522492392872,0.9445,0.033,19,"DEGs","No"
"Chir01Ox-b25590.2",1.2528830404146,0.9195,0.0335,20,"DEGs","No"
"Chir08Ox-b28260.2",0.767532223268452,0.8045,0.034,21,"DEGs","Yes"
"Chir06Ox-b11980.2",7.47301408040169,0.9445,0.0375,22,"DEGs","No"
"Chir05Ox-b19860.2",0.734383001232091,0.7785,0.0405,23,"DEGs","Yes"
"Chir04Ox-b23830.2",0.635167538633146,0.778,0.075,24,"DEGs","Yes"
"Chir04Ox-b06360.2",0.630455970973333,0.776,0.128,25,"DEGs","Yes"
"Chir01Ox-b30900.2",0.721009326653796,0.8385,0.1775,26,"DEGs","Yes"
"Chir05Ox-b26390.2",0.707945331127278,0.8185,0.226,27,"DEGs","Yes"
"Chir08Ox-b20840.2",0.750521330220622,0.899,0.3375,28,"DEGs","Yes"
"Chir07Ox-b26410.2",1.30714081575981,0.9625,0.5065,29,"DEGs","Yes"
"Chir01Ox-b12790.2",0.608405267784777,0.9225,0.5655,30,"DEGs","Yes"
