"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir03Ox-b01000.2",1.06191069045458,0.1315,0.001,1,"DEGs","No"
"Chir04Ox-b26410.2",1.16371529137362,0.18,0.001,2,"DEGs","No"
"Chir05Ox-b10320.2",2.4697951014912,0.1885,0.0015,3,"DEGs","No"
"Chir07Ox-b31070.2",1.8176860006337,0.198,0.0015,4,"DEGs","No"
"Chir04Ox-b26430.2",1.12026727704842,0.4715,0.0025,5,"DEGs","No"
"Chir07Ox-b20540.2",1.78688291175107,0.5405,0.004,6,"DEGs","Yes"
"Chir07Ox-b21080.2",1.12237689750458,0.3335,0.004,7,"DEGs","No"
"Chir07Ox-b33740.2",1.16409704912482,0.622,0.005,8,"GEP_13 and DEGs","No"
"Chir07Ox-b16670.2",1.12524809643571,0.2695,0.005,9,"DEGs","No"
"Chir06Ox-b01170.2",1.19363293085842,0.4845,0.006,10,"DEGs","No"
"Chir08Ox-b26390.2",1.56804734232139,0.51,0.007,11,"GEP_13 and DEGs","No"
"Chir05Ox-b16400.2",1.10590765515145,0.703,0.008,12,"GEP_13 and DEGs","Yes"
"Chir01Ox-b25480.2",4.66999652071116,0.276,0.0085,13,"DEGs","No"
"Chir03Ox-b16450.2",4.14076354774613,0.334,0.0085,14,"DEGs","No"
"Chir01Ox-b19700.2",1.7354015742727,0.747,0.009,15,"GEP_13 and DEGs","Yes"
"Chir04Ox-b25790.2",1.32978975774432,0.519,0.015,16,"GEP_13 and DEGs","No"
"Chir05Ox-b26740.2",2.63154144150158,0.743,0.016,17,"GEP_13 and DEGs","No"
"Chir07Ox-b33690.2",1.18517124135876,0.587,0.019,18,"GEP_13 and DEGs","Yes"
"Chir03Ox-b24740.2",1.17002257262915,0.598,0.021,19,"GEP_13 and DEGs","No"
"Chir07Ox-b33770.2",1.12663143531922,0.693,0.022,20,"GEP_13 and DEGs","Yes"
"Chir04Ox-b06770.2",0.620927257246877,0.5055,0.027,21,"DEGs","Yes"
"Chir06Ox-b35160.2",1.14106470072431,0.569,0.035,22,"GEP_13 and DEGs","Yes"
"Chir05Ox-b02980.2",1.45331193299936,0.6025,0.042,23,"DEGs","Yes"
"Chir04Ox-b23870.2",1.16643899122046,0.599,0.048,24,"DEGs","Yes"
"Chir07Ox-b21070.2",0.69334266955346,0.468,0.0805,25,"DEGs","Yes"
"Chir04Ox-b12850.2",0.735343124586163,0.5675,0.103,26,"DEGs","Yes"
"Chir01Ox-b41000.2",0.670453555693528,0.424,0.108,27,"DEGs","Yes"
"Chir01Ox-b43460.2",0.771734172955199,0.6365,0.202,28,"DEGs","Yes"
"Chir01Ox-b19750.2",0.863576702563425,0.625,0.2085,29,"DEGs","Yes"
"Chir01Ox-b28620.2",0.691653352243366,0.6395,0.2285,30,"DEGs","Yes"
