"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir05Ox-b04070.2",1.39285415588877,0.5,0.0065,1,"DEGs","No"
"Chir06Ox-b14280.2",1.3668194699729,0.344,0.007,2,"GEP_40 and DEGs","No"
"Chir06Ox-b19550.2",1.98392995279282,0.219,0.0075,3,"DEGs","No"
"Chir06Ox-b14960.2",2.15954828538556,0.3595,0.0095,4,"DEGs","Yes"
"Chir03Ox-b28030.2",2.16927791457106,0.5005,0.0105,5,"DEGs","No"
"Chir05Ox-b20920.2",0.926427175434125,0.4965,0.0115,6,"DEGs","Yes"
"Chir01Ox-b04520.2",0.97883497590333,0.52,0.012,7,"GEP_40 and DEGs","No"
"Chir04Ox-b21350.2",0.702660522473306,0.476,0.012,8,"GEP_40 and DEGs","No"
"Chir05Ox-b27550.2",0.789967874933596,0.493,0.017,9,"GEP_40 and DEGs","Yes"
"Chir02Ox-b17390.2",3.32869703885726,0.2725,0.0175,10,"DEGs","No"
"Chir06Ox-b13950.2",0.610845314954565,0.268,0.018,11,"GEP_40 and DEGs","No"
"Chir03Ox-b15440.2",2.17240183238992,0.4165,0.0195,12,"DEGs","No"
"Chir06Ox-b23160.2",0.58181512445252,0.396,0.025,13,"GEP_40 and DEGs","No"
"Chir02Ox-b00230.2",1.06246555270068,0.62,0.032,14,"GEP_40 and DEGs","Yes"
"Chir03Ox-b15040.2",2.33446287212712,0.557,0.0355,15,"DEGs","No"
"Chir01Ox-b27170.2",2.26127658707226,0.7615,0.0365,16,"DEGs","No"
"Chir04Ox-b25860.2",1.30336146223395,0.169,0.0385,17,"DEGs","No"
"Chir05Ox-b02980.2",0.916202206651937,0.338,0.0405,18,"DEGs","Yes"
"Chir04Ox-b18820.2",0.929069321386018,0.596,0.042,19,"GEP_40 and DEGs","No"
"Chir04Ox-b23870.2",1.01987722542214,0.4185,0.0435,20,"DEGs","Yes"
"Chir06Ox-b35360.2",0.675756719306613,0.529,0.046,21,"GEP_40 and DEGs","No"
"Chir08Ox-b06940.2",1.96942046264671,0.602,0.052,22,"DEGs","No"
"Chir05Ox-b22400.2",1.09994758954657,0.5965,0.0525,23,"DEGs","No"
"Chir04Ox-b10040.2",1.20393065869384,0.58,0.074,24,"GEP_40 and DEGs","Yes"
"Chir08Ox-b22680.2",0.938983844162683,0.551,0.0775,25,"DEGs","Yes"
"Chir06Ox-b22720.2",1.29318020735891,0.5325,0.0895,26,"DEGs","Yes"
"Chir07Ox-b26310.2",1.23769664332843,0.7415,0.0975,27,"DEGs","Yes"
"Chir04Ox-b02280.2",1.16028178504507,0.467,0.1145,28,"DEGs","Yes"
"Chir01Ox-b28620.2",1.12772117159467,0.701,0.216,29,"DEGs","Yes"
"Chir01Ox-b08030.2",0.955175151768229,0.7115,0.362,30,"DEGs","Yes"
