"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir01Ox-b05710.2",1.16505979641656,0.125,0.005,1,"GEP_48 and DEGs","No"
"Chir07Ox-b31070.2",3.30809182601235,0.106,0.006,2,"GEP_48","No"
"Chir04Ox-b19970.2",1.22007396534825,0.154,0.009,3,"GEP_48 and DEGs","No"
"Chir03Ox-b10100.2",0.861437679837717,0.115,0.014,4,"GEP_48","No"
"Chir04Ox-b29020.2",0.780009970107903,0.125,0.014,5,"GEP_48","No"
"Chir08Ox-b18130.2",0.384770150017824,0.1715,0.0145,6,"DEGs","No"
"Chir03Ox-b06010.2",0.959495594600333,0.135,0.016,7,"GEP_48","Yes"
"Chir08Ox-b23420.2",0.453018940674489,0.144,0.022,8,"DEGs","No"
"Chir06Ox-b09400.2",2.18489505637468,0.212,0.026,9,"GEP_48 and DEGs","No"
"Chir02Ox-b22040.2",3.62221906856387,0.721,0.033,10,"GEP_48 and DEGs","No"
"Chir06Ox-b25450.2",0.770602988525,0.151,0.034,11,"DEGs","Yes"
"Chir04Ox-b12770.2",2.54622728053749,0.144,0.037,12,"GEP_48","No"
"Chir01Ox-b31990.2",0.31475889590876,0.1805,0.042,13,"DEGs","No"
"Chir03Ox-b09330.2",0.734286915239891,0.151,0.053,14,"DEGs","No"
"Chir07Ox-b27100.2",0.403774461057112,0.1805,0.079,15,"DEGs","No"
"Chir02Ox-b01960.2",0.772297632529517,0.154,0.093,16,"GEP_48 and DEGs","No"
"Chir02Ox-b12050.2",0.897980247636307,0.2295,0.094,17,"DEGs","No"
