"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir07Ox-b02670.2",0.470186844998484,0.158,0.018,1,"GEP_39 and DEGs","No"
"Chir07Ox-b14860.2",0.452356730733339,0.202,0.024,2,"GEP_39 and DEGs","Yes"
"Chir08Ox-b24790.2",0.726275761608871,0.235,0.025,3,"GEP_39 and DEGs","No"
"Chir03Ox-b00110.2",0.518833191620235,0.139,0.025,4,"DEGs","No"
"Chir07Ox-b09390.2",0.774513333257955,0.216,0.0275,5,"DEGs","No"
"Chir06Ox-b31280.2",0.320106757056719,0.22,0.028,6,"GEP_3 and DEGs","Yes"
"Chir07Ox-b22800.2",0.25060138064092,0.194,0.028,7,"GEP_39","No"
"Chir01Ox-b36490.2",0.392014142977128,0.297,0.034,8,"GEP_3 and DEGs","No"
"Chir07Ox-b09460.2",1.29096671175874,0.303,0.044,9,"GEP_3 and DEGs","No"
"Chir02Ox-b15590.2",1.36695992832652,0.335,0.047,10,"GEP_39 and DEGs","Yes"
"Chir07Ox-b03620.2",0.456843322237069,0.3,0.05,11,"GEP_39 and DEGs","No"
"Chir03Ox-b24290.2",0.55494595593528,0.278,0.063,12,"GEP_3 and DEGs","No"
"Chir04Ox-b14970.2",0.324652918478334,0.244,0.063,13,"GEP_3 and DEGs","No"
"Chir02Ox-b16950.2",0.624612281375857,0.362,0.063,14,"GEP_39 and DEGs","No"
"Chir08Ox-b22680.2",0.512068060573808,0.373,0.07,15,"DEGs","Yes"
"Chir06Ox-b08920.2",0.383939721674333,0.335,0.073,16,"GEP_3 and DEGs","No"
"Chir04Ox-b10040.2",0.43743681315613,0.3175,0.073,17,"DEGs","Yes"
"Chir06Ox-b24490.2",0.596981702056656,0.279,0.075,18,"GEP_3 and DEGs","No"
"Chir07Ox-b09470.2",0.903922633727638,0.378,0.08,19,"GEP_3 and DEGs","No"
"Chir05Ox-b28960.2",1.10019243805961,0.539,0.085,20,"GEP_39 and DEGs","No"
"Chir04Ox-b00160.2",0.973540099087334,0.471,0.091,21,"GEP_39 and DEGs","No"
"Chir03Ox-b10550.2",0.260785595907328,0.222,0.093,22,"GEP_39","Yes"
"Chir03Ox-b03770.2",0.924527362992563,0.516,0.096,23,"GEP_3 and DEGs","No"
"Chir06Ox-b37330.2",0.547998136380717,0.2245,0.098,24,"DEGs","No"
"Chir07Ox-b26310.2",0.375239662535862,0.4,0.099,25,"GEP_3 and DEGs","Yes"
"Chir05Ox-b15760.2",0.975476043935097,0.545,0.1065,26,"DEGs","Yes"
"Chir01Ox-b15200.2",0.539172694611113,0.5505,0.107,27,"DEGs","No"
"Chir02Ox-b20950.2",1.99484960714607,0.4485,0.1295,28,"DEGs","No"
"Chir08Ox-b29440.2",1.5627371792719,0.5505,0.1475,29,"DEGs","Yes"
"Chir07Ox-b24620.2",0.604748660699202,0.516,0.1515,30,"DEGs","No"
"Chir08Ox-b23950.2",1.18847530342135,0.607,0.165,31,"DEGs","Yes"
"Chir01Ox-b19750.2",1.04166090042123,0.6735,0.1715,32,"DEGs","Yes"
"Chir04Ox-b02400.2",1.47654107437911,0.6035,0.261,33,"DEGs","No"
"Chir04Ox-b11550.2",0.821585659362423,0.727,0.2725,34,"DEGs","No"
"Chir03Ox-b08280.2",0.52359285752943,0.6325,0.305,35,"DEGs","No"
"Chir01Ox-b04960.2",0.772853822292624,0.757,0.359,36,"DEGs","Yes"
"Chir04Ox-b10440.2",1.43022531429474,0.9435,0.515,37,"DEGs","No"
